dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,obj,opcode_sim
0x08008aa8,44,send_string_task,0x08008aa8,44,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=send_string_task,wireless.o,1.000
0x08008ad4,12,wireless_get_state,0x08008ad4,12,1.90,match; entry=bl; callgraph 5/5; opsim=1.00; truth=wireless_get_state,wireless.o,1.000
0x08008ae0,68,process_record_wireless,0x08008ae0,68,2.20,match; entry=bl; callgraph 6/6; opsim=1.00; truth=process_record_wireless,wireless.o,1.000
0x08008b24,60,report_buffer_init,0x08008b24,60,2.50,match; entry=bl; callgraph 6/6; opsim=1.00; truth=report_buffer_init,report_buffer.o,1.000
0x08008b60,56,report_buffer_enqueue,0x08008b60,56,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=report_buffer_enqueue,report_buffer.o,1.000
0x08008b98,52,report_buffer_dequeue,0x08008b98,52,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=report_buffer_dequeue,report_buffer.o,1.000
0x08008bcc,24,report_buffer_is_empty,0x08008bcc,24,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=report_buffer_is_empty,report_buffer.o,1.000
0x08008be4,16,report_buffer_update_timer,0x08008be4,16,2.20,match; callgraph 1/1; opsim=1.00; truth=report_buffer_update_timer,report_buffer.o,1.000
0x08008bf4,32,report_buffer_next_inverval,0x08008bf4,32,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=report_buffer_next_inverval,report_buffer.o,1.000
0x08008c14,12,report_buffer_set_inverval,0x08008c14,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=report_buffer_set_inverval,report_buffer.o,1.000
0x08008c20,12,report_buffer_set_retry,0x08008c20,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=report_buffer_set_retry,report_buffer.o,1.000
0x08008c2c,184,report_buffer_task,0x08008c2c,184,2.20,match; entry=bl; callgraph 7/7; opsim=1.00; truth=report_buffer_task,report_buffer.o,1.000
0x08008ce4,148,lkbt51_init,0x08008ce4,148,4.50,"match; entry=bl,ptr; callgraph 4/4; opsim=1.00; truth=lkbt51_init",lkbt51.o,1.000
0x08008d78,68,lkbt51_wake,0x08008d78,68,4.80,match; entry=bl; callgraph 7/7; opsim=1.00; truth=lkbt51_wake,lkbt51.o,1.000
0x08008dbc,212,lkbt51_send_cmd,0x08008dbc,212,4.00,match; callgraph 6/6; opsim=1.00; truth=lkbt51_send_cmd,lkbt51.o,1.000
0x08008e90,56,lkbt51_send_keyboard,0x08008e90,56,2.20,match; entry=ptr; callgraph 2/2; opsim=1.00; truth=lkbt51_send_keyboard,lkbt51.o,1.000
0x08008ec8,56,lkbt51_send_nkro,0x08008ec8,56,2.20,match; entry=ptr; callgraph 2/2; opsim=1.00; truth=lkbt51_send_nkro,lkbt51.o,1.000
0x08008f00,52,lkbt51_send_consumer,0x08008f00,52,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00; truth=lkbt51_send_consumer,lkbt51.o,1.000
0x08008f34,64,lkbt51_send_system,0x08008f34,64,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00; truth=lkbt51_send_system,lkbt51.o,1.000
0x08008f74,76,lkbt51_send_mouse,0x08008f74,76,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00; truth=lkbt51_send_mouse,lkbt51.o,1.000
0x08008fc0,132,lkbt51_become_discoverable,0x08008fc0,132,3.70,match; entry=ptr; callgraph 4/4; opsim=1.00; truth=lkbt51_become_discoverable,lkbt51.o,1.000
0x08009044,64,lkbt51_connect,0x08009044,64,2.20,match; entry=ptr; callgraph 2/2; opsim=1.00; truth=lkbt51_connect,lkbt51.o,1.000
0x08009084,72,lkbt51_disconnect,0x08009084,72,2.80,match; entry=ptr; callgraph 3/3; opsim=1.00; truth=lkbt51_disconnect,lkbt51.o,1.000
0x080090cc,48,lkbt51_update_bat_lvl,0x080090cc,48,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00; truth=lkbt51_update_bat_lvl,lkbt51.o,1.000
0x080090fc,84,lkbt51_read,0x080090fc,84,4.00,match; entry=bl; callgraph 7/7; opsim=1.00; truth=lkbt51_read,lkbt51.o,1.000
0x08009150,40,lkbt51_send_conn_evt_ack,0x08009150,40,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=lkbt51_send_conn_evt_ack,lkbt51.o,1.000
0x08009178,52,lkbt51_read_state_reg,0x08009178,52,2.20,match; callgraph 1/1; opsim=1.00; truth=lkbt51_read_state_reg,lkbt51.o,1.000
0x080091ac,48,lkbt51_update_bat_state,0x080091ac,48,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=lkbt51_update_bat_state,lkbt51.o,1.000
0x080091dc,56,lkbt51_set_param,0x080091dc,56,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=lkbt51_set_param,lkbt51.o,1.000
0x08009214,64,lkbt51_set_local_name,0x08009214,64,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=lkbt51_set_local_name,lkbt51.o,1.000
0x08009254,52,lkbt51_factory_reset,0x08009254,52,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=lkbt51_factory_reset,lkbt51.o,1.000
0x08009288,48,lkbt51_int_pin_test,0x08009288,48,2.20,match; callgraph 1/1; opsim=1.00; truth=lkbt51_int_pin_test,lkbt51.o,1.000
0x080092b8,48,lkbt51_radio_test,0x080092b8,48,2.20,match; callgraph 1/1; opsim=1.00; truth=lkbt51_radio_test,lkbt51.o,1.000
0x080092e8,124,lkbt51_dfu_tx,0x080092e8,124,2.50,match; entry=bl; callgraph 4/4; opsim=1.00; truth=lkbt51_dfu_tx,lkbt51.o,1.000
0x08009364,652,lkbt51_task,0x08009364,652,4.80,match; entry=ptr; callgraph 9/9; opsim=1.00; truth=lkbt51_task,lkbt51.o,1.000
0x080095f0,156,lkbt51_dfu_rx,0x080095f0,156,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=lkbt51_dfu_rx,lkbt51.o,1.000
0x0800968c,44,indicator_init,0x0800968c,44,4.50,match; entry=bl; callgraph 4/4; opsim=1.00; truth=indicator_init,indicator.o,1.000
0x080096b8,18,indicator_enable,0x080096b8,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=indicator_enable,indicator.o,1.000
0x080096ca,4,indicator_disable,0x080096ca,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=indicator_disable,indicator.o,1.000
0x080096ce,14,indicator_is_enabled,0x080096ce,14,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=indicator_is_enabled,indicator.o,1.000
0x080096dc,36,indicator_eeconfig_reload,0x080096dc,36,2.20,match; entry=bl; callgraph 5/5; opsim=1.00; truth=indicator_eeconfig_reload,indicator.o,1.000
0x08009700,44,indicator_is_running,0x08009700,44,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=indicator_is_running,indicator.o,1.000
0x0800972c,40,indicator_stop,0x0800972c,40,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=indicator_stop,indicator.o,1.000
0x08009754,52,indicator_battery_low_enable,0x08009754,52,4.50,match; entry=bl; callgraph 6/6; opsim=1.00; truth=indicator_battery_low_enable,indicator.o,1.000
0x08009788,128,indicator_battery_low_backlit_enable,0x08009788,128,2.50,match; entry=bl; callgraph 8/8; opsim=1.00; truth=indicator_battery_low_backlit_enable,indicator.o,1.000
0x08009808,48,os_state_indicate,0x08009808,48,2.20,match; entry=bl; callgraph 5/5; opsim=1.00; truth=os_state_indicate,indicator.o,1.000
0x08009838,276,rgb_matrix_indicators_bt,0x08009838,276,4.00,match; entry=bl; callgraph 11/11; opsim=1.00; truth=rgb_matrix_indicators_bt,indicator.o,1.000
0x0800994c,220,indicator_timer_cb,0x0800994c,220,2.20,match; entry=bl; callgraph 6/6; opsim=1.00; truth=indicator_timer_cb,indicator.o,1.000
0x08009a28,340,indicator_set,0x08009a28,340,7.30,match; entry=bl; callgraph 10/10; opsim=1.00; truth=indicator_set,indicator.o,1.000
0x08009b7c,28,rgb_matrix_none_indicators_kb,0x08009b7c,28,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=rgb_matrix_none_indicators_kb,indicator.o,1.000
0x08009b98,16,rgb_matrix_driver_allow_shutdown,0x08009b98,16,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=rgb_matrix_driver_allow_shutdown,indicator.o,1.000
0x08009ba8,176,indicator_battery_low,0x08009ba8,176,4.80,match; callgraph 3/3; opsim=1.00; truth=indicator_battery_low,indicator.o,1.000
0x08009c58,64,indicator_task,0x08009c58,64,2.20,match; entry=bl; callgraph 5/5; opsim=1.00; truth=indicator_task,indicator.o,1.000
0x08009c98,84,led_update_kb,0x08009c98,84,1.90,match; entry=bl; callgraph 11/11; opsim=1.00; truth=led_update_kb,indicator.o,1.000
0x08009cec,2,wireless_post_task,0x08009cec,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=wireless_post_task,wireless_main.o,1.000
0x08009cee,30,wireless_tasks,0x08009cee,30,2.20,match; entry=bl; callgraph 6/6; opsim=1.00; truth=wireless_tasks,wireless_main.o,1.000
0x08009d0c,104,bt_transport_enable,0x08009d0c,104,2.20,match; entry=bl; callgraph 7/7; opsim=1.00; truth=bt_transport_enable,transport.o,1.000
0x08009d74,104,p24g_transport_enable,0x08009d74,104,2.20,match; entry=bl; callgraph 7/7; opsim=1.00; truth=p24g_transport_enable,transport.o,1.000
0x08009ddc,60,usb_transport_enable,0x08009ddc,60,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=usb_transport_enable,transport.o,1.000
0x08009e18,268,set_transport,0x08009e18,268,2.80,match; callgraph 14/14; opsim=1.00; truth=set_transport,transport.o,1.000
0x08009f24,12,get_transport,0x08009f24,12,1.90,match; entry=bl; callgraph 14/14; opsim=1.00; truth=get_transport,transport.o,1.000
0x08009f30,112,usb_remote_wakeup,0x08009f30,112,2.80,match; entry=bl; callgraph 9/9; opsim=1.00; truth=usb_remote_wakeup,transport.o,1.000
0x08009fa0,60,select_all_cols,0x08009fa0,60,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=select_all_cols,lpm.o,1.000
0x08009fdc,28,lpm_timer_reset,0x08009fdc,28,2.20,match; entry=bl; callgraph 7/7; opsim=1.00; truth=lpm_timer_reset,lpm.o,1.000
0x08009ff8,24,lpm_init,0x08009ff8,24,4.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=lpm_init,lpm.o,1.000
0x0800a010,20,lpm_timer_stop,0x0800a010,20,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=lpm_timer_stop,lpm.o,1.000
0x0800a024,16,usb_power_connected,0x0800a024,16,3.90,match; entry=bl; callgraph 4/4; opsim=1.00; truth=usb_power_connected,lpm.o,1.000
0x0800a034,260,pre_enter_low_power_mode,0x0800a034,260,4.80,match; entry=bl; callgraph 8/8; opsim=1.00; truth=pre_enter_low_power_mode,lpm.o,1.000
0x0800a138,456,lpm_task,0x0800a138,456,4.80,match; callgraph 23/23; opsim=1.00; truth=lpm_task,lpm.o,1.000
0x0800a300,96,lpm_set,0x0800a300,96,3.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=lpm_set,lpm_stm32f401.o,1.000
0x0800a360,100,enter_power_mode,0x0800a360,100,4.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=enter_power_mode,lpm_stm32f401.o,1.000
0x0800a3c4,16,battery_init,0x0800a3c4,16,4.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=battery_init,battery.o,1.000
0x0800a3d4,2,battery_stop,0x0800a3d4,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=battery_stop,battery.o,1.000
0x0800a3d6,10,battery_measure,0x0800a3d6,8,1.30,match; entry=bl; callgraph 1/1; opsim=0.86; truth=battery_measure,battery.o,0.857
0x0800a3e0,112,battery_calculate_voltage,0x0800a3e0,112,2.80,match; entry=bl; callgraph 2/2; opsim=1.00; truth=battery_calculate_voltage,battery.o,1.000
0x0800a450,80,battery_get_percentage,0x0800a450,80,2.50,match; entry=bl; callgraph 2/2; opsim=1.00; truth=battery_get_percentage,battery.o,1.000
0x0800a4a0,20,battery_is_empty,0x0800a4a0,20,1.90,match; entry=bl; callgraph 3/3; opsim=1.00; truth=battery_is_empty,battery.o,1.000
0x0800a4b4,20,battery_is_critical_low,0x0800a4b4,20,1.90,match; entry=bl; callgraph 9/9; opsim=1.00; truth=battery_is_critical_low,battery.o,1.000
0x0800a4c8,64,battery_check_empty,0x0800a4c8,64,2.50,match; entry=bl; callgraph 3/3; opsim=1.00; truth=battery_check_empty,battery.o,1.000
0x0800a508,52,battery_check_critical_low,0x0800a508,52,2.20,match; entry=bl; callgraph 1/1; opsim=1.00; truth=battery_check_critical_low,battery.o,1.000
0x0800a53c,204,battery_task,0x0800a53c,204,4.50,match; entry=bl; callgraph 13/13; opsim=1.00; truth=battery_task,battery.o,1.000
0x0800a608,88,bat_level_animiation_start,0x0800a608,88,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=bat_level_animiation_start,bat_level_animation.o,1.000
0x0800a660,16,bat_level_animiation_actived,0x0800a660,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=bat_level_animiation_actived,bat_level_animation.o,1.000
0x0800a670,124,bat_level_animiation_indicate,0x0800a670,124,3.70,match; entry=bl; callgraph 3/3; opsim=1.00; truth=bat_level_animiation_indicate,bat_level_animation.o,1.000
0x0800a6ec,172,bat_level_animiation_update,0x0800a6ec,172,2.50,match; callgraph 5/5; opsim=1.00; truth=bat_level_animiation_update,bat_level_animation.o,1.000
0x0800a798,48,bat_level_animiation_task,0x0800a798,48,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=bat_level_animiation_task,bat_level_animation.o,1.000
0x0800a7c8,24,rtc_timer_clear,0x0800a7c8,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=rtc_timer_clear,rtc_timer.o,1.000
0x0800a7e0,4,rtc_timer_init,0x0800a7e0,4,1.90,match; opsim=1.00; truth=rtc_timer_init,rtc_timer.o,1.000
0x0800a7e4,24,rtc_timer_read_ms,0x0800a7e4,24,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=rtc_timer_read_ms,rtc_timer.o,1.000
0x0800a7fc,12,rtc_timer_elapsed_ms,0x0800a7fc,12,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=rtc_timer_elapsed_ms,rtc_timer.o,1.000
0x0800a808,152,process_record_keychron_wireless,0x0800a808,152,2.80,match; callgraph 6/6; opsim=1.00; truth=process_record_keychron_wireless,keychron_wireless_common.o,1.000
0x0800a8a0,68,lkbt51_param_init,0x0800a8a0,68,4.30,match; entry=bl; callgraph 4/4; opsim=1.00; truth=lkbt51_param_init,keychron_wireless_common.o,1.000
0x0800a8e4,4,wireless_enter_reset_kb,0x0800a8e4,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=wireless_enter_reset_kb,keychron_wireless_common.o,1.000
0x0800a8e8,44,wireless_enter_disconnected_kb,0x0800a8e8,44,2.50,match; entry=bl; callgraph 5/5; opsim=1.00; truth=wireless_enter_disconnected_kb,keychron_wireless_common.o,1.000
0x0800a914,40,keychron_wireless_common_task,0x0800a914,40,2.50,match; entry=bl; callgraph 2/2; opsim=1.00; truth=keychron_wireless_common_task,keychron_wireless_common.o,1.000
0x0800a93c,176,wireless_pre_task,0x0800a93c,176,4.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=wireless_pre_task,keychron_wireless_common.o,1.000
0x0800a9ec,4,process_record_keychron_kb,0x0800a9ec,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=process_record_keychron_kb,keychron_task.o,1.000
0x0800a9f0,32,process_record_keychron,0x0800a9f0,32,2.20,match; callgraph 3/3; opsim=1.00; truth=process_record_keychron,keychron_task.o,1.000
0x0800aa10,14,rgb_matrix_indicators_keychron,0x0800aa10,14,2.20,match; callgraph 2/2; opsim=1.00; truth=rgb_matrix_indicators_keychron,keychron_task.o,1.000
0x0800aa1e,20,keychron_task,0x0800aa1e,20,2.20,match; callgraph 4/4; opsim=1.00; truth=keychron_task,keychron_task.o,1.000
0x0800aa32,26,process_record_kb,0x0800aa32,26,2.20,match; entry=bl; callgraph 1/2; opsim=1.00; truth=process_record_kb,keychron_task.o,1.000
0x0800aa4c,18,rgb_matrix_indicators_kb,0x0800aa4c,18,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=rgb_matrix_indicators_kb,keychron_task.o,1.000
0x0800aa5e,4,housekeeping_task_kb,0x0800aa5e,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=housekeeping_task_kb,keychron_task.o,1.000
0x0800aa62,6,encoder0_pad_cb,0x0800aa62,6,1.90,match; entry=ptr; opsim=1.00; truth=encoder0_pad_cb,keychron_common.o,1.000
0x0800aa68,188,process_record_keychron_common,0x0800aa68,188,3.70,match; callgraph 3/3; opsim=1.00; truth=process_record_keychron_common,keychron_common.o,1.000
0x0800ab24,52,keychron_common_task,0x0800ab24,52,2.50,match; entry=bl; callgraph 3/3; opsim=1.00; truth=keychron_common_task,keychron_common.o,1.000
0x0800ab58,96,encoder_cb_init,0x0800ab58,96,4.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=encoder_cb_init,keychron_common.o,1.000
0x0800abb8,148,via_command_kb,0x0800abb8,148,1.90,match; entry=bl; callgraph 6/7; opsim=0.98; truth=via_command_kb,keychron_common.o,0.981
0x0800ac4c,16,factory_timer_start,0x0800ac5c,16,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=factory_timer_start,factory_test.o,1.000
0x0800ac5c,240,process_record_factory_test,0x0800ac6c,240,2.50,match; entry=bl; callgraph 2/2; opsim=1.00; truth=process_record_factory_test,factory_test.o,1.000
0x0800ad4c,92,factory_test_indicator,0x0800ad5c,92,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=factory_test_indicator,factory_test.o,1.000
0x0800ada8,16,factory_reset_indicating,0x0800adb8,16,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=factory_reset_indicating,factory_test.o,1.000
0x0800adb8,192,factory_test_task,0x0800adc8,192,2.50,match; entry=bl; callgraph 11/11; opsim=0.99; truth=factory_test_task,factory_test.o,0.985
0x0800ae78,72,factory_test_send,0x0800ae88,72,2.20,match; entry=bl; callgraph 6/6; opsim=1.00; truth=factory_test_send,factory_test.o,1.000
0x0800aec0,352,factory_test_rx,0x0800aed0,352,4.50,match; entry=bl; callgraph 5/5; opsim=1.00; truth=factory_test_rx,factory_test.o,1.000
0x0800b020,40,dip_switch_update_user,0x0800b030,40,2.50,match; entry=bl; callgraph 2/2; opsim=1.00; truth=dip_switch_update_user,factory_test.o,1.000
0x0800b048,32,dip_switch_update_kb,0x0800b058,32,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=dip_switch_update_kb,v10_max.o,1.000
0x0800b068,76,keyboard_post_init_kb,0x0800b078,76,4.80,match; entry=bl; callgraph 6/6; opsim=1.00; truth=keyboard_post_init_kb,v10_max.o,1.000
0x0800b0b4,48,keychron_task_kb,0x0800b0c4,48,4.80,match; entry=bl; callgraph 2/2; opsim=1.00; truth=keychron_task_kb,v10_max.o,1.000
0x0800b0e4,28,lpm_is_kb_idle,0x0800b0f4,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=lpm_is_kb_idle,v10_max.o,1.000
0x0800b100,4,keycode_at_keymap_location,0x0800b1dc,4,1.90,match; entry=bl; callgraph 0/1; opsim=1.00; truth=process_record_user,keymap_introspection.o,1.000
0x0800b104,40,keycode_at_encodermap_location_raw+keycode_at_encodermap_location,0x0800b1e0,36,1.30,merge2A; entry=bl; callgraph 0/1; refs=keycode_at_encodermap_location_raw+keycode_at_encodermap_location; truth=keycode_at_keymap_location_raw,keymap_introspection.o,
0x0800b12c,32,register_code16,0x0800b280,44,0.88,match; entry=bl; callgraph 0/1; opsim=0.24; truth=keycode_at_encodermap_location_raw,quantum.o,0.240
0x0800b14c,4,pre_process_record_user,0x0800b308,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=pre_process_record_user,quantum.o,1.000
0x0800b150,8,pre_process_record_kb,0x0800b30c,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=pre_process_record_kb,quantum.o,1.000
0x0800b158,4,process_action_kb,0x0800b314,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=process_action_kb,quantum.o,1.000
0x0800b15c,2,post_process_record_user,0x0800b318,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=post_process_record_user,quantum.o,1.000
0x0800b15e,10,post_process_record_kb,0x0800b31a,8,1.60,match; entry=bl; callgraph 2/2; opsim=0.86; truth=post_process_record_kb,quantum.o,0.857
0x0800b168,72,get_event_keycode,0x0800b324,72,2.20,match; callgraph 3/3; opsim=1.00; truth=get_event_keycode,quantum.o,1.000
0x0800b1b0,22,get_record_keycode,0x0800b36c,22,1.90,match; entry=bl; callgraph 3/3; opsim=1.00; truth=get_record_keycode,quantum.o,1.000
0x0800b1c6,18,pre_process_record_quantum,0x0800b382,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=pre_process_record_quantum,quantum.o,1.000
0x0800b1d8,18,post_process_record_quantum,0x0800b394,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=post_process_record_quantum,quantum.o,1.000
0x0800b1ea,4,shutdown_user,0x0800b3a6,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=shutdown_user,quantum.o,1.000
0x0800b1ee,8,shutdown_kb,0x0800b3aa,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=shutdown_kb,quantum.o,1.000
0x0800b1f6,26,shutdown_quantum,0x0800b3b2,26,2.50,match; entry=bl; callgraph 4/4; opsim=1.00; truth=shutdown_quantum,quantum.o,1.000
0x0800b210,16,reset_keyboard,0x0800b3cc,16,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=reset_keyboard,quantum.o,1.000
0x0800b220,16,soft_reset_keyboard,0x0800b3dc,16,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=soft_reset_keyboard,quantum.o,1.000
0x0800b230,178,process_record_quantum,0x0800b3ec,198,1.50,match; entry=bl; callgraph 13/15; opsim=0.94; truth=process_record_quantum,quantum.o,0.944
0x0800b2e2,24,suspend_power_down_quantum,0x0800b4b2,24,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=suspend_power_down_quantum,quantum.o,1.000
0x0800b2fa,20,suspend_wakeup_init_quantum,0x0800b4ca,20,2.20,match; callgraph 2/2; opsim=1.00; truth=suspend_wakeup_init_quantum,quantum.o,1.000
0x0800b30e,26,biton16,0x0800b4de,34,1.19,match; entry=bl; callgraph 1/1; opsim=0.71; truth=biton,bitwise.o,0.714
0x0800b328,2,led_set_user,0x0800b500,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=led_set_user,led.o,1.000
0x0800b32a,4,led_update_user,0x0800b502,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=led_update_user,led.o,1.000
0x0800b32e,2,led_update_ports,0x0800b506,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=led_update_ports,led.o,1.000
0x0800b330,2,led_init_ports,0x0800b508,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=led_init_ports,led.o,1.000
0x0800b332,16,led_set,0x0800b50a,16,2.20,match; entry=bl; callgraph 6/6; opsim=1.00; truth=led_set,led.o,1.000
0x0800b342,10,led_suspend,0x0800b51a,10,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=led_suspend,led.o,1.000
0x0800b34c,12,led_wakeup,0x0800b524,12,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=led_wakeup,led.o,1.000
0x0800b358,44,led_task,0x0800b530,44,2.20,match; callgraph 3/3; opsim=1.00; truth=led_task,led.o,1.000
0x0800b384,60,action_exec,0x0800b55c,96,0.07,match; entry=bl; callgraph 6/6; opsim=0.68; truth=action_exec,action.o,0.679
0x0800b3c0,14,process_record_tap_hint,0x0800b5bc,14,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=process_record_tap_hint,action.o,1.000
0x0800b3ce,22,register_mouse,0x0800b5ca,22,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=register_mouse,action.o,1.000
0x0800b3e4,144,register_code,0x0800b5e0,144,3.70,match; entry=bl; callgraph 11/11; opsim=1.00; truth=register_code,action.o,1.000
0x0800b474,114,unregister_code,0x0800b670,114,2.20,match; entry=bl; callgraph 9/9; opsim=1.00; truth=unregister_code,action.o,1.000
0x0800b4e6,32,tap_code_delay,0x0800b6e2,32,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=tap_code_delay,action.o,1.000
0x0800b506,16,tap_code,0x0800b702,16,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=tap_code,action.o,1.000
0x0800b516,18,register_mods,0x0800b712,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=register_mods,action.o,1.000
0x0800b528,20,unregister_mods,0x0800b724,18,1.90,match; entry=bl; callgraph 3/3; opsim=0.92; truth=unregister_mods,action.o,0.923
0x0800b53c,924,process_action,0x0800b738,1028,1.20,match; callgraph 37/37; opsim=0.77; truth=process_action,action.o,0.767
0x0800b8d8,36,process_record_handler,0x0800bb3c,34,2.03,match; entry=bl; callgraph 3/3; opsim=0.96; truth=process_record_handler,action.o,0.960
0x0800b8fc,60,process_record,0x0800bb60,60,2.20,match; entry=bl; callgraph 7/7; opsim=1.00; truth=process_record,action.o,1.000
0x0800b938,34,clear_keyboard_but_mods_and_keys,0x0800bbc0,34,2.20,match; callgraph 5/5; opsim=1.00; truth=clear_keyboard_but_mods_and_keys,action.o,1.000
0x0800b95a,14,clear_keyboard_but_mods,0x0800bbe2,14,2.20,match; callgraph 1/1; opsim=1.00; truth=clear_keyboard_but_mods,action.o,1.000
0x0800b968,14,clear_keyboard,0x0800bbf0,14,2.20,match; entry=bl; callgraph 8/8; opsim=1.00; truth=clear_keyboard,action.o,1.000
0x0800b976,72,is_tap_action,0x0800bbfe,72,1.90,match; opsim=1.00; truth=is_tap_action,action.o,1.000
0x0800b9be,24,is_tap_record,0x0800bc46,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=is_tap_record,action.o,1.000
0x0800b9d6,10,debug_event,0x0800bc5e,10,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=debug_event,action.o,1.000
0x0800b9e0,10,debug_record,0x0800bc68,10,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=debug_record,action.o,1.000
0x0800b9ea,2,default_layer_state_set_user,0x0800bc72,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=default_layer_state_set_user,action_layer.o,1.000
0x0800b9ec,8,default_layer_state_set_kb,0x0800bc74,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=default_layer_state_set_kb,action_layer.o,1.000
0x0800b9f4,16,default_layer_state_set,0x0800bc7c,16,2.20,match; callgraph 1/1; opsim=0.80; truth=default_layer_state_set,action_layer.o,0.800
0x0800ba04,2,default_layer_debug,0x0800bc8c,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=default_layer_debug,action_layer.o,1.000
0x0800ba06,6,default_layer_set,0x0800bc8e,4,0.90,match; entry=bl; callgraph 4/4; opsim=0.67; truth=default_layer_set,action_layer.o,0.667
