dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,obj,opcode_sim
0x08010dd4,10,bootloader_jump,0x08010c44,10,2.20,match; callgraph 2/2; opsim=1.00,stm32_dfu.o,1.000
0x08010dde,6,mcu_reset,0x08010c4e,6,2.20,match; callgraph 1/1; opsim=1.00,stm32_dfu.o,1.000
0x08010de4,116,enter_bootloader_mode_if_requested,0x08010c54,116,4.20,match; callgraph 2/2; opsim=1.00,stm32_dfu.o,1.000
0x08010e58,116,spi_init,0x08010cc8,116,4.80,match; entry=bl; callgraph 4/4; opsim=1.00,spi_master.o,1.000
0x08010ecc,232,spi_start,0x08010d3c,220,2.34,match; entry=bl; callgraph 4/4; opsim=0.91,spi_master.o,0.905
0x08010fb4,20,spi_transmit,0x08010e18,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,spi_master.o,1.000
0x08010fc8,36,spi_stop,0x08010e2c,36,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,spi_master.o,1.000
0x08010fec,4,dummy_cb,0x08010e50,2,0.40,match; entry=ptr; opsim=0.67,usb_main.o,0.667
0x08010ff0,284,usb_requests_hook_cb,0x08010e54,280,1.86,match; entry=ptr; opsim=0.92,usb_main.o,0.920
0x0801110c,68,usb_get_descriptor_cb,0x08010f6c,68,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00,usb_main.o,1.000
0x08011150,52,set_led_transfer_cb,0x08010fb0,52,1.90,match; entry=ptr; opsim=1.00,usb_main.o,1.000
0x08011184,40,usb_event_queue_enqueue.isra.0,0x08010fe4,40,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,usb_main.o,1.000
0x080111ac,192,usb_event_cb,0x0801100c,192,2.20,match; entry=ptr; callgraph 7/7; opsim=1.00,usb_main.o,1.000
0x0801126c,36,usb_event_queue_init,0x080110cc,36,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,usb_main.o,1.000
0x08011290,140,usb_event_queue_task,0x080110f0,180,1.53,match; callgraph 5/5; opsim=0.94,usb_main.o,0.940
0x0801131c,44,,,,,INSERTION (no ref function),,
0x08011348,100,init_usb_driver,0x080111a4,80,0.60,match; entry=bl; callgraph 8/8; opsim=0.78,usb_main.o,0.784
0x080113ac,12,keyboard_leds,0x080111f4,12,1.90,match; entry=ptr; opsim=1.00,usb_main.o,1.000
0x080113b8,32,send_report,0x08011200,32,2.50,match; entry=bl; callgraph 2/2; opsim=1.00,usb_main.o,1.000
0x080113d8,10,send_keyboard,0x08011220,10,1.90,match; entry=ptr; opsim=1.00,usb_main.o,1.000
0x080113e2,10,send_nkro,0x0801122a,10,1.90,match; entry=ptr; opsim=1.00,usb_main.o,1.000
0x080113ec,10,send_mouse,0x08011234,10,1.90,match; entry=ptr; opsim=1.00,usb_main.o,1.000
0x080113f6,10,send_extra,0x0801123e,10,1.90,match; entry=ptr; opsim=1.00,usb_main.o,1.000
0x08011400,16,raw_hid_send,0x08011248,16,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,usb_main.o,1.000
0x08011410,40,raw_hid_task,0x08011258,36,1.90,match; entry=bl; callgraph 3/3; opsim=0.87,usb_main.o,0.867
0x08011438,4,early_hardware_init_pre,0x0801127c,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chibios.o,1.000
0x0801143c,2,early_hardware_init_post,0x08011280,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chibios.o,1.000
0x0801143e,2,board_init,0x08011282,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chibios.o,1.000
0x08011440,16,__early_init,0x08011284,16,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,chibios.o,1.000
0x08011450,12,boardInit,0x08011294,12,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,chibios.o,1.000
0x0801145c,4,protocol_setup,0x080112a0,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chibios.o,1.000
0x08011460,44,protocol_pre_init,0x080112a4,44,2.50,match; entry=bl; callgraph 3/3; opsim=1.00,chibios.o,1.000
0x0801148c,12,protocol_post_init,0x080112d0,12,1.90,match; opsim=1.00,chibios.o,1.000
0x08011498,4,protocol_pre_task,0x080112dc,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chibios.o,1.000
0x0801149c,16,protocol_post_task,0x080112e0,14,1.82,match; callgraph 1/1; opsim=0.89,chibios.o,0.889
0x080114ac,120,get_usb_descriptor,0x080112f0,120,4.40,match; entry=bl; callgraph 1/1; opsim=0.95,usb_descriptor.o,0.953
0x08011524,58,obnotify,0x08011368,58,2.20,match; entry=ptr; callgraph 2/2; opsim=1.00,usb_driver.o,1.000
0x0801155e,54,usb_start_receive,0x080113a2,54,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,usb_driver.o,1.000
0x08011594,8,ibnotify,0x080113d8,6,1.15,match; entry=ptr; opsim=0.80,usb_driver.o,0.800
0x0801159c,56,usb_endpoint_in_init,0x080113e0,56,2.20,match; entry=bl; callgraph 2/2; opsim=0.92,usb_driver.o,0.919
0x080115d4,40,usb_endpoint_out_init,0x08011418,40,2.20,match; entry=bl; callgraph 2/2; opsim=0.90,usb_driver.o,0.897
0x080115fc,32,usb_endpoint_in_start,0x08011440,32,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,usb_driver.o,1.000
0x0801161c,30,usb_endpoint_out_start,0x08011460,30,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,usb_driver.o,1.000
0x0801163a,40,usb_endpoint_in_suspend_cb,0x0801147e,40,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,usb_driver.o,1.000
0x08011662,26,usb_endpoint_out_suspend_cb,0x080114a6,26,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,usb_driver.o,1.000
0x0801167c,6,usb_endpoint_in_wakeup_cb,0x080114c0,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,usb_driver.o,1.000
0x08011682,6,usb_endpoint_out_wakeup_cb,0x080114c6,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,usb_driver.o,1.000
0x08011688,32,usb_endpoint_in_configure_cb,0x080114cc,32,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,usb_driver.o,1.000
0x080116a8,22,usb_endpoint_out_configure_cb,0x080114ec,22,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,usb_driver.o,1.000
0x080116be,150,usb_endpoint_in_tx_complete_cb,0x08011502,150,2.20,match; entry=ptr; callgraph 3/3; opsim=1.00,usb_driver.o,1.000
0x08011754,66,usb_endpoint_out_rx_complete_cb,0x08011598,66,2.20,match; entry=ptr; callgraph 2/2; opsim=1.00,usb_driver.o,1.000
0x08011796,162,usb_endpoint_in_send,0x080115da,154,2.05,match; entry=bl; callgraph 6/6; opsim=0.84,usb_driver.o,0.836
0x08011838,56,usb_endpoint_in_is_inactive,0x08011674,56,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,usb_driver.o,1.000
0x08011870,76,usb_endpoint_out_receive,0x080116ac,76,2.20,match; entry=bl; callgraph 2/2; opsim=0.95,usb_driver.o,0.949
0x080118bc,42,usb_set_report,0x080116f8,38,1.91,match; entry=ptr; callgraph 1/1; opsim=0.82,usb_report_handling.o,0.824
0x080118e6,22,usb_get_report,0x0801171e,22,1.90,match; entry=ptr; opsim=1.00,usb_report_handling.o,1.000
0x080118fc,28,usb_reset_report,0x08011734,28,2.20,match; entry=ptr; opsim=1.00,usb_report_handling.o,1.000
0x08011918,60,usb_shared_set_report,0x08011750,58,2.10,match; entry=ptr; callgraph 1/1; opsim=0.98,usb_report_handling.o,0.976
0x08011954,28,usb_shared_get_report,0x0801178a,28,1.90,match; entry=ptr; opsim=1.00,usb_report_handling.o,1.000
0x08011970,40,usb_shared_reset_report,0x080117a6,38,2.05,match; entry=ptr; opsim=0.97,usb_report_handling.o,0.970
0x08011998,88,usb_get_report_cb,0x080117cc,88,1.90,match; opsim=1.00,usb_report_handling.o,1.000
0x080119f0,28,usb_set_idle_rate,0x08011824,28,1.90,match; entry=ptr; opsim=1.00,usb_report_handling.o,1.000
0x08011a0c,12,usb_get_idle_rate,0x08011840,12,1.90,match; entry=ptr; opsim=1.00,usb_report_handling.o,1.000
0x08011a18,76,usb_idle_timer_elapsed,0x0801184c,80,1.85,match; entry=ptr; callgraph 2/2; opsim=0.86,usb_report_handling.o,0.857
0x08011a64,36,usb_shared_set_idle_rate,0x0801189c,36,1.90,match; entry=ptr; opsim=1.00,usb_report_handling.o,1.000
0x08011a88,24,usb_shared_get_idle_rate,0x080118c0,22,1.65,match; entry=ptr; opsim=0.95,usb_report_handling.o,0.947
0x08011aa0,88,usb_shared_idle_timer_elapsed,0x080118d8,88,2.50,match; entry=ptr; callgraph 2/2; opsim=0.90,usb_report_handling.o,0.903
0x08011af8,272,usb_idle_task,0x08011930,244,1.39,match; callgraph 2/2; opsim=0.64,usb_report_handling.o,0.644
0x08011c08,80,usb_get_idle_cb,0x08011a24,80,1.90,match; opsim=1.00,usb_report_handling.o,1.000
0x08011c58,76,usb_set_idle_cb,0x08011a74,76,1.90,match; opsim=1.00,usb_report_handling.o,1.000
0x08011ca4,24,__core_init,0x08011ac0,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chmemcore.o,1.000
0x08011cbc,44,chCoreAllocFromBaseI,0x08011ad8,44,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chmemcore.o,1.000
0x08011ce8,20,chCoreAllocFromBase,0x08011b04,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,chmemcore.o,1.000
0x08011cfc,2,__cpu_init,0x08011b18,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,crt1.o,1.000
0x08011cfe,2,__late_init,0x08011b1a,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,crt1.o,1.000
0x08011d00,4,__default_exit,0x08011b1c,2,0.40,match; opsim=0.67,crt1.o,0.667
0x08011d04,88,__init_ram_areas,0x08011b20,76,0.49,match; entry=bl; callgraph 1/1; opsim=0.78,crt1.o,0.776
0x08011d5c,48,chSysInit,0x08011b6c,48,1.90,match; callgraph 2/2; opsim=1.00,chsys.o,1.000
0x08011d8c,24,chSysHalt,0x08011b9c,24,1.90,match; entry=bl; callgraph 5/5; opsim=1.00,chsys.o,1.000
0x08011da4,4,chSysTimerHandlerI,0x08011bb4,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chsys.o,1.000
0x08011da8,18,chSysGetStatusAndLockX,0x08011bb8,18,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,chsys.o,1.000
0x08011dba,30,chSysRestoreStatusX,0x08011bca,30,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,chsys.o,1.000
0x08011dd8,20,chSysPolledDelayX,0x08011be8,20,3.90,match; entry=bl; callgraph 2/2; opsim=1.00,chsys.o,1.000
0x08011dec,16,chRFCUCollectFaultsI,0x08011bfc,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chrfcu.o,1.000
0x08011dfc,42,ch_dlist_insert,0x08011c0c,42,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chvt.o,1.000
0x08011e26,54,vt_set_alarm,0x08011c36,54,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,chvt.o,1.000
0x08011e5c,88,vt_insert_first.constprop.0,0x08011c6c,88,2.20,match; callgraph 3/3; opsim=1.00,chvt.o,1.000
0x08011eb4,80,vt_enqueue.constprop.0,0x08011cc4,80,2.20,match; callgraph 2/2; opsim=0.97,chvt.o,0.966
0x08011f04,20,chVTDoSetI,0x08011d14,12,0.20,match; entry=bl; callgraph 1/1; opsim=0.77,chvt.o,0.769
0x08011f18,108,chVTDoResetI,0x08011d20,108,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,chvt.o,1.000
0x08011f84,200,chVTDoTickI,0x08011d8c,180,1.90,match; callgraph 4/4; opsim=0.85,chvt.o,0.849
0x0801204c,28,__sch_ready_behind,0x08011e40,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chschd.o,1.000
0x08012068,28,__sch_ready_ahead,0x08011e5c,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chschd.o,1.000
0x08012084,68,__sch_wakeup,0x08011e78,68,2.20,match; entry=ptr; callgraph 1/1; opsim=0.96,chschd.o,0.962
0x080120c8,4,chSchReadyI,0x08011ebc,4,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,chschd.o,1.000
0x080120cc,28,chSchGoSleepS,0x08011ec0,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chschd.o,1.000
0x080120e8,60,chSchGoSleepTimeoutS,0x08011edc,60,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,chschd.o,1.000
0x08012124,24,chSchIsPreemptionRequired,0x08011f18,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chschd.o,1.000
0x0801213c,40,chSchDoPreemption,0x08011f30,40,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,chschd.o,1.000
0x08012164,24,chSchRescheduleS,0x08011f58,24,1.90,match; entry=bl; callgraph 4/4; opsim=1.00,chschd.o,1.000
0x0801217c,4,__idle_thread,0x08011f70,4,1.90,match; entry=ptr; opsim=1.00,chinstances.o,1.000
0x08012180,128,chInstanceObjectInit,0x08011f74,128,5.20,match; entry=bl; callgraph 5/5; opsim=0.98,chinstances.o,0.978
0x08012200,20,__thd_object_init,0x08011ff4,20,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chthreads.o,1.000
0x08012214,80,chThdCreateSuspendedI,0x08012008,80,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chthreads.o,1.000
0x08012264,16,chThdCreateI,0x08012058,14,1.82,match; entry=bl; callgraph 2/2; opsim=0.89,chthreads.o,0.889
0x08012274,16,chThdExitS,0x08012068,16,1.90,match; opsim=1.00,chthreads.o,1.000
0x08012284,10,chThdExit,0x08012078,10,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chthreads.o,1.000
0x0801228e,26,chThdSleep,0x08012082,24,1.97,match; entry=bl; callgraph 17/17; opsim=0.95,chthreads.o,0.947
0x080122a8,28,chThdSuspendTimeoutS,0x0801209c,28,1.90,match; opsim=0.90,chthreads.o,0.900
0x080122c4,20,chThdResumeI,0x080120b8,18,1.60,match; entry=bl; callgraph 9/9; opsim=0.94,chthreads.o,0.941
0x080122d8,32,chThdEnqueueTimeoutS,0x080120cc,32,1.90,match; entry=bl; callgraph 2/2; opsim=0.92,chthreads.o,0.917
0x080122f8,22,chThdDequeueNextI,0x080120ec,22,1.90,match; opsim=1.00,chthreads.o,1.000
0x0801230e,28,chThdDequeueAllI,0x08012102,28,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,chthreads.o,1.000
0x0801232a,30,ch_sch_prio_insert,0x0801211e,30,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,chmtx.o,1.000
0x08012348,12,chMtxObjectInit,0x0801213c,10,1.40,match; opsim=0.91,chmtx.o,0.909
0x08012354,100,chMtxLockS,0x08012148,100,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,chmtx.o,1.000
0x080123b8,20,chMtxLock,0x080121ac,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,chmtx.o,1.000
0x080123cc,92,chMtxUnlock,0x080121c0,92,2.20,match; entry=bl; callgraph 3/3; opsim=0.97,chmtx.o,0.975
0x08012428,32,SVC_Handler,0x0801221c,32,3.90,match; entry=vector; anchor=vector; opsim=1.00,chcore.o,1.000
0x08012448,72,port_init,0x0801223c,72,3.90,match; entry=bl; callgraph 1/1; opsim=1.00,chcore.o,1.000
0x08012490,84,__port_irq_epilogue,0x08012284,84,4.50,match; callgraph 1/1; opsim=1.00,chcore.o,1.000
0x080124e4,42,halInit,0x080122d8,38,1.91,match; entry=bl; callgraph 9/9; opsim=0.95,hal.o,0.952
0x0801250e,8,stGetCounter,0x08012302,8,2.20,match; entry=bl; callgraph 13/13; opsim=1.00,hal_st.o,1.000
0x08012516,16,stStartAlarm,0x0801230a,16,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,hal_st.o,1.000
0x08012526,10,stStopAlarm,0x0801231a,10,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,hal_st.o,1.000
0x08012530,8,stSetAlarm,0x08012324,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,hal_st.o,1.000
0x08012538,46,ibqObjectInit,0x0801232c,46,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_buffers.o,1.000
0x08012566,22,ibqResetI,0x0801235a,22,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_buffers.o,1.000
0x0801257c,20,ibqGetEmptyBufferI,0x08012370,20,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_buffers.o,1.000
0x08012590,32,ibqPostFullBufferI,0x08012384,32,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_buffers.o,1.000
0x080125b0,50,ibqGetFullBufferTimeoutS,0x080123a4,50,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,hal_buffers.o,1.000
0x080125e2,36,ibqReleaseEmptyBufferS,0x080123d6,36,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_buffers.o,1.000
0x08012606,134,ibqReadTimeout,0x080123fa,130,2.11,match; entry=bl; callgraph 3/3; opsim=0.93,hal_buffers.o,0.926
0x0801268c,46,obqObjectInit,0x0801247c,46,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_buffers.o,1.000
0x080126ba,24,obqResetI,0x080124aa,24,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,hal_buffers.o,1.000
0x080126d2,28,obqGetFullBufferI,0x080124c2,28,1.90,match; entry=bl; callgraph 2/2; opsim=0.92,hal_buffers.o,0.923
0x080126ee,30,obqReleaseEmptyBufferI,0x080124de,30,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_buffers.o,1.000
0x0801270c,50,obqGetEmptyBufferTimeoutS,0x080124fc,50,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,hal_buffers.o,1.000
0x0801273e,38,obqPostFullBufferS,0x0801252e,38,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,hal_buffers.o,1.000
0x08012764,138,obqWriteTimeout,0x08012554,134,2.11,match; entry=bl; callgraph 3/3; opsim=0.93,hal_buffers.o,0.929
0x080127ee,34,obqFlush,0x080125da,32,2.02,match; entry=bl; callgraph 2/2; opsim=0.96,hal_buffers.o,0.963
0x08012810,60,flashWaitErase,0x080125fc,64,2.61,match; entry=bl; callgraph 3/3; opsim=0.81,hal_flash.o,0.809
0x0801284c,26,flashGetSectorOffset,0x0801263c,26,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,hal_flash.o,1.000
0x08012866,26,flashGetSectorSize,0x08012656,26,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,hal_flash.o,1.000
0x08012880,16,flashGetOffsetAddress,0x08012670,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_flash.o,1.000
0x08012890,12,efl_release_exclusive,0x08012680,12,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00,hal_efl.o,1.000
0x0801289c,12,efl_acquire_exclusive,0x0801268c,12,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00,hal_efl.o,1.000
0x080128a8,4,eflInit,0x08012698,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_efl.o,1.000
0x080128ac,20,eflObjectInit,0x0801269c,20,1.60,match; entry=bl; callgraph 1/1; opsim=1.00,hal_efl.o,1.000
0x080128c0,28,eflStart,0x080126b0,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,hal_efl.o,1.000
0x080128dc,28,eflStop,0x080126cc,26,1.99,match; entry=bl; callgraph 2/2; opsim=0.95,hal_efl.o,0.952
0x080128f8,24,palSetLineCallbackI,0x080126e8,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_pal.o,1.000
0x08012910,4,rtcInit,0x08012700,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_rtc.o,1.000
0x08012914,12,rtcObjectInit,0x08012704,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_rtc.o,1.000
0x08012920,4,rtcSetTime,0x08012710,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_rtc.o,1.000
0x08012924,4,rtcGetTime,0x08012714,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_rtc.o,1.000
0x08012928,4,spiInit,0x08012718,4,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,hal_spi.o,1.000
0x0801292c,16,spiObjectInit,0x0801271c,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_spi.o,1.000
0x0801293c,34,spiStart,0x0801272c,34,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,hal_spi.o,1.000
0x0801295e,28,spiStop,0x0801274e,28,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,hal_spi.o,1.000
0x0801297a,28,spiSelect,0x0801276a,26,1.69,match; entry=bl; callgraph 4/4; opsim=0.96,hal_spi.o,0.957
0x08012996,28,spiUnselect,0x08012784,26,1.69,match; entry=bl; callgraph 2/2; opsim=0.96,hal_spi.o,0.957
0x080129b2,14,spiStartExchangeI,0x0801279e,12,1.47,match; entry=bl; callgraph 1/1; opsim=0.80,hal_spi.o,0.800
0x080129c0,8,spiStartSendI,0x080127aa,8,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_spi.o,1.000
0x080129c8,16,spiSynchronizeS,0x080127b2,16,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,hal_spi.o,1.000
0x080129d8,34,spiExchange,0x080127c2,34,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,hal_spi.o,1.000
0x080129fa,34,spiSend,0x080127e4,34,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,hal_spi.o,1.000
0x08012a1c,4,usbInit,0x08012806,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_usb.o,1.000
0x08012a20,24,usbObjectInit,0x0801280a,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_usb.o,1.000
0x08012a38,38,usbStart,0x08012822,38,2.20,match; callgraph 1/1; opsim=1.00,hal_usb.o,1.000
0x08012a5e,84,usbStop,0x08012848,80,2.06,match; entry=bl; callgraph 5/5; opsim=1.00,hal_usb.o,1.000
0x08012ab2,50,usbInitEndpointI,0x08012898,50,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,hal_usb.o,1.000
0x08012ae4,78,usbDisableEndpointsI,0x080128ca,74,2.05,match; entry=bl; callgraph 2/2; opsim=1.00,hal_usb.o,1.000
0x08012b32,36,usbStartReceiveI,0x08012914,36,1.90,match; entry=bl; callgraph 2/2; opsim=0.81,hal_usb.o,0.812
0x08012b56,36,usbStartTransmitI,0x08012938,36,1.90,match; entry=bl; callgraph 5/5; opsim=0.81,hal_usb.o,0.812
0x08012b7a,62,usbWakeupHost,0x0801295c,62,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,hal_usb.o,1.000
0x08012bb8,116,_usb_reset,0x0801299a,110,2.04,match; entry=bl; callgraph 3/3; opsim=0.95,hal_usb.o,0.950
0x08012c2c,96,_usb_suspend,0x08012a08,92,2.08,match; entry=bl; callgraph 2/2; opsim=0.95,hal_usb.o,0.946
0x08012c8c,24,_usb_wakeup,0x08012a64,22,1.65,match; entry=bl; callgraph 1/1; opsim=0.95,hal_usb.o,0.952
0x08012ca4,712,_usb_ep0setup,0x08012a7c,712,2.50,match; entry=ptr; callgraph 11/11; opsim=0.99,hal_usb.o,0.988
0x08012f6c,178,_usb_ep0in,0x08012d44,178,2.20,match; entry=ptr; callgraph 4/4; opsim=1.00,hal_usb.o,1.000
0x0801301e,120,_usb_ep0out,0x08012df6,120,2.20,match; entry=ptr; callgraph 3/3; opsim=1.00,hal_usb.o,1.000
0x08013096,44,nvicEnableVector,0x08012e6e,42,1.76,match; entry=bl; callgraph 4/4; opsim=0.62,nvic.o,0.621
0x080130c2,46,nvicDisableVector,0x08012e98,44,1.77,match; entry=bl; callgraph 2/2; opsim=0.97,nvic.o,0.966
0x080130f0,40,Vector58,0x08012ec4,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_isr.o,1.000
0x08013118,40,Vector5C,0x08012eec,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_isr.o,1.000
0x08013140,40,Vector60,0x08012f14,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_isr.o,1.000
0x08013168,40,Vector64,0x08012f3c,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_isr.o,1.000
0x08013190,40,Vector68,0x08012f64,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_isr.o,1.000
0x080131b8,100,Vector9C,0x08012f8c,100,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_isr.o,1.000
0x0801321c,112,VectorE0,0x08012ff0,112,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_isr.o,1.000
0x0801328c,14,VectorB0,0x08013060,14,2.20,match; entry=vector; anchor=vector; callgraph 1/1; opsim=1.00,stm32_isr.o,1.000
0x0801329a,70,irqInit,0x0801306e,70,2.20,match; callgraph 1/1; opsim=1.00,stm32_isr.o,1.000
0x080132e0,168,hal_lld_init,0x080130b4,168,4.80,match; entry=bl; callgraph 2/2; opsim=1.00,hal_lld.o,1.000
0x08013388,248,stm32_clock_init,0x0801315c,248,4.50,match; entry=bl; callgraph 1/1; opsim=1.00,hal_lld.o,1.000
0x08013480,40,stm32_flash_check_errors,0x08013254,38,1.75,match; entry=bl; callgraph 2/2; opsim=0.92,hal_efl_lld.o,0.919
0x080134a8,92,efl_lld_init,0x0801327c,92,4.50,match; callgraph 1/1; opsim=1.00,hal_efl_lld.o,1.000
0x08013504,40,efl_lld_start,0x080132d8,40,3.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_efl_lld.o,1.000
0x0801352c,12,efl_lld_stop,0x08013300,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_efl_lld.o,1.000
0x08013538,4,efl_lld_get_descriptor,0x0801330c,4,1.90,match; entry=ptr; opsim=1.00,hal_efl_lld.o,1.000
0x0801353c,46,efl_lld_read,0x08013310,46,2.50,match; entry=ptr; opsim=0.81,hal_efl_lld.o,0.810
0x0801356a,188,efl_lld_program,0x0801333e,174,2.28,match; entry=ptr; callgraph 1/1; opsim=0.91,hal_efl_lld.o,0.909
0x08013626,12,efl_lld_start_erase_all,0x080133ec,12,1.90,match; entry=ptr; opsim=0.83,hal_efl_lld.o,0.833
0x08013632,70,efl_lld_start_erase_sector,0x080133f8,70,2.20,match; entry=ptr; opsim=1.00,hal_efl_lld.o,1.000
0x08013678,48,efl_lld_query_erase,0x0801343e,50,2.08,match; entry=ptr; callgraph 1/1; opsim=0.89,hal_efl_lld.o,0.889
0x080136a8,72,efl_lld_verify_erase,0x08013470,70,2.12,match; entry=ptr; callgraph 2/2; opsim=0.98,hal_efl_lld.o,0.984
0x080136f0,40,Vector6C,0x080134b8,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_dma.o,1.000
0x08013718,44,Vector70,0x080134e0,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x08013744,44,Vector74,0x0801350c,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x08013770,44,Vector78,0x08013538,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x0801379c,40,Vector7C,0x08013564,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_dma.o,1.000
