dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,obj,opcode_sim
0x0800bae4,2,default_layer_debug,0x0800ba04,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bae6,6,default_layer_set,0x0800ba06,4,0.90,match; entry=bl; callgraph 4/4; opsim=0.67,action_layer.o,0.667
0x0800baec,16,default_layer_or,0x0800ba0c,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bafc,16,default_layer_and,0x0800ba1c,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bb0c,16,default_layer_xor,0x0800ba2c,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bb1c,2,layer_state_set_user,0x0800ba3c,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bb1e,10,layer_state_set_kb,0x0800ba3e,8,1.60,match; entry=bl; callgraph 2/2; opsim=0.86,action_layer.o,0.857
0x0800bb28,16,layer_state_set,0x0800ba48,16,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,action_layer.o,1.000
0x0800bb38,6,layer_clear,0x0800ba58,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bb3e,14,layer_move,0x0800ba5e,12,1.47,match; entry=bl; callgraph 1/1; opsim=0.89,action_layer.o,0.889
0x0800bb4c,24,layer_on,0x0800ba6c,24,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,action_layer.o,1.000
0x0800bb64,24,layer_off,0x0800ba84,20,1.40,match; entry=bl; callgraph 3/3; opsim=0.62,action_layer.o,0.615
0x0800bb7c,24,layer_invert,0x0800ba98,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bb94,16,layer_or,0x0800bab0,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bba4,16,layer_and,0x0800bac0,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bbb4,16,layer_xor,0x0800bad0,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bbc4,2,layer_debug,0x0800bae0,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_layer.o,1.000
0x0800bbc6,52,update_source_layers_cache_impl,0x0800bae2,50,1.78,match; opsim=0.78,action_layer.o,0.780
0x0800bbfa,42,read_source_layers_cache_impl,0x0800bb14,40,1.76,match; opsim=0.97,action_layer.o,0.971
0x0800bc24,72,update_source_layers_cache,0x0800bb3c,60,0.90,match; entry=bl; callgraph 2/2; opsim=0.85,action_layer.o,0.851
0x0800bc6c,64,read_source_layers_cache,0x0800bb78,60,1.21,match; entry=bl; callgraph 2/2; opsim=0.84,action_layer.o,0.844
0x0800bcac,64,layer_switch_get_layer,0x0800bbb4,68,2.02,match; entry=bl; callgraph 4/4; opsim=0.88,action_layer.o,0.885
0x0800bcec,24,layer_switch_get_action,0x0800bbf8,24,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,action_layer.o,1.000
0x0800bd04,72,store_or_get_action,0x0800bc10,72,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,action_layer.o,1.000
0x0800bd4c,36,update_tri_layer_state,0x0800bc58,34,1.73,match; entry=bl; callgraph 1/1; opsim=0.97,action_layer.o,0.966
0x0800bd70,28,update_tri_layer,0x0800bc7c,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,action_layer.o,1.000
0x0800bd8c,64,debug_waiting_buffer,0x0800bc98,64,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,action_tapping.o,1.000
0x0800bdcc,32,debug_tapping_key,0x0800bcd8,32,1.40,match; entry=bl; callgraph 1/1; opsim=0.76,action_tapping.o,0.762
0x0800bdec,128,waiting_buffer_scan_tap,0x0800bcf8,132,2.11,match; entry=bl; callgraph 2/2; opsim=0.79,action_tapping.o,0.787
0x0800be6c,68,waiting_buffer_typed.isra.0,0x0800bd7c,68,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_tapping.o,1.000
0x0800beb0,600,process_tapping,0x0800bdc0,584,1.12,match; entry=bl; callgraph 9/9; opsim=0.78,action_tapping.o,0.779
0x0800c108,196,action_tapping_process,0x0800c008,188,2.08,match; entry=bl; callgraph 5/5; opsim=0.88,action_tapping.o,0.879
0x0800c1cc,12,get_oneshot_layer,0x0800c0c4,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c1d8,16,get_oneshot_layer_state,0x0800c0d0,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c1e8,20,is_oneshot_layer_active,0x0800c0e0,20,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,action_util.o,1.000
0x0800c1fc,12,get_mods,0x0800c0f4,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,action_util.o,1.000
0x0800c208,16,add_mods,0x0800c100,16,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,action_util.o,1.000
0x0800c218,16,del_mods,0x0800c110,16,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,action_util.o,1.000
0x0800c228,12,clear_mods,0x0800c120,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,action_util.o,1.000
0x0800c234,16,add_weak_mods,0x0800c12c,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c244,16,del_weak_mods,0x0800c13c,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c254,12,clear_weak_mods,0x0800c14c,12,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,action_util.o,1.000
0x0800c260,2,oneshot_locked_mods_changed_user,0x0800c158,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c262,10,oneshot_locked_mods_changed_kb,0x0800c15a,8,1.60,match; entry=bl; callgraph 2/2; opsim=0.86,action_util.o,0.857
0x0800c26c,28,del_oneshot_locked_mods,0x0800c164,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,action_util.o,1.000
0x0800c288,2,oneshot_mods_changed_user,0x0800c180,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c28a,10,oneshot_mods_changed_kb,0x0800c182,8,1.60,match; entry=bl; callgraph 4/4; opsim=0.86,action_util.o,0.857
0x0800c294,28,add_oneshot_mods,0x0800c18c,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,action_util.o,1.000
0x0800c2b0,28,del_oneshot_mods,0x0800c1a8,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,action_util.o,1.000
0x0800c2cc,24,clear_oneshot_mods,0x0800c1c4,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,action_util.o,1.000
0x0800c2e4,48,get_mods_for_report,0x0800c1dc,48,2.20,match; entry=bl; callgraph 4/4; opsim=0.94,action_util.o,0.938
0x0800c314,56,send_6kro_report,0x0800c20c,56,2.20,match; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c34c,56,send_nkro_report,0x0800c244,56,2.20,match; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c384,32,send_keyboard_report,0x0800c27c,32,1.90,match; entry=bl; callgraph 5/5; opsim=1.00,action_util.o,1.000
0x0800c3a4,2,oneshot_layer_changed_user,0x0800c29c,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c3a6,10,oneshot_layer_changed_kb,0x0800c29e,8,1.60,match; entry=bl; callgraph 3/3; opsim=0.86,action_util.o,0.857
0x0800c3b0,48,set_oneshot_layer,0x0800c2a8,48,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,action_util.o,1.000
0x0800c3e0,20,reset_oneshot_layer,0x0800c2d8,20,2.20,match; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c3f4,52,clear_oneshot_layer_state,0x0800c2ec,52,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,action_util.o,1.000
0x0800c428,44,oneshot_set,0x0800c320,44,2.20,match; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c454,24,oneshot_toggle,0x0800c34c,20,1.40,match; entry=bl; callgraph 1/1; opsim=0.73,action_util.o,0.727
0x0800c46c,6,oneshot_enable,0x0800c360,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c472,6,oneshot_disable,0x0800c366,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,action_util.o,1.000
0x0800c478,20,eeconfig_disable,0x0800c36c,20,2.50,match; entry=bl; callgraph 2/2; opsim=1.00,eeconfig.o,1.000
0x0800c48c,28,eeconfig_is_enabled,0x0800c380,28,2.50,match; entry=bl; callgraph 3/3; opsim=1.00,eeconfig.o,1.000
0x0800c4a8,6,eeconfig_read_debug,0x0800c39c,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,eeconfig.o,1.000
0x0800c4ae,6,eeconfig_read_default_layer,0x0800c3a2,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,eeconfig.o,1.000
0x0800c4b4,6,eeconfig_read_keymap,0x0800c3a8,6,1.90,match; entry=bl; callgraph 4/4; opsim=1.00,eeconfig.o,1.000
0x0800c4ba,8,eeconfig_update_keymap,0x0800c3ae,8,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,eeconfig.o,1.000
0x0800c4c2,8,eeconfig_update_kb,0x0800c3b6,8,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,eeconfig.o,1.000
0x0800c4ca,8,eeconfig_update_user,0x0800c3be,8,1.90,match; opsim=1.00,eeconfig.o,1.000
0x0800c4d2,6,eeconfig_init_user,0x0800c3c6,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,eeconfig.o,1.000
0x0800c4d8,16,eeconfig_init_kb,0x0800c3cc,14,1.82,match; entry=bl; callgraph 3/3; opsim=0.91,eeconfig.o,0.909
0x0800c4e8,152,eeconfig_init_quantum,0x0800c3dc,152,2.80,match; callgraph 8/8; opsim=0.97,eeconfig.o,0.972
0x0800c580,4,eeconfig_init,0x0800c474,4,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,eeconfig.o,1.000
0x0800c584,8,eeconfig_update_handedness,0x0800c478,8,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,eeconfig.o,1.000
0x0800c58c,56,generate_tick_event,0x0800c480,52,1.99,match; entry=bl; callgraph 3/3; opsim=0.89,keyboard.o,0.889
0x0800c5c4,24,last_matrix_activity_trigger,0x0800c4b4,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,keyboard.o,1.000
0x0800c5dc,24,last_encoder_activity_trigger,0x0800c4cc,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,keyboard.o,1.000
0x0800c5f4,2,matrix_setup,0x0800c4e4,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,keyboard.o,1.000
0x0800c5f6,2,keyboard_pre_init_user,0x0800c4e6,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,keyboard.o,1.000
0x0800c5f8,8,keyboard_pre_init_kb,0x0800c4e8,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,keyboard.o,1.000
0x0800c600,2,keyboard_post_init_user,0x0800c4f0,2,1.90,match; opsim=1.00,keyboard.o,1.000
0x0800c602,6,matrix_can_read,0x0800c4f2,4,0.90,match; entry=bl; callgraph 1/1; opsim=0.80,keyboard.o,0.800
0x0800c608,28,keyboard_setup,0x0800c4f8,28,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,keyboard.o,1.000
0x0800c624,4,is_keyboard_master,0x0800c514,4,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,keyboard.o,1.000
0x0800c628,8,should_process_keypress,0x0800c518,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,keyboard.o,1.000
0x0800c630,2,housekeeping_task_user,0x0800c520,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,keyboard.o,1.000
0x0800c632,12,housekeeping_task,0x0800c522,12,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,keyboard.o,1.000
0x0800c63e,18,quantum_init,0x0800c52e,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,keyboard.o,1.000
0x0800c650,32,keyboard_init,0x0800c540,32,2.20,match; entry=bl; callgraph 8/8; opsim=1.00,keyboard.o,1.000
0x0800c670,8,quantum_task,0x0800c560,6,1.15,match; entry=bl; callgraph 1/1; opsim=0.80,keyboard.o,0.800
0x0800c678,248,keyboard_task,0x0800c568,248,2.20,match; entry=bl; callgraph 16/16; opsim=0.98,keyboard.o,0.976
0x0800c770,432,action_for_keycode,0x0800c660,432,4.30,match; callgraph 2/2; opsim=0.89,keymap_common.o,0.890
0x0800c920,62,keymap_key_to_keycode,0x0800c810,58,1.21,match; entry=bl; callgraph 1/1; opsim=0.94,keymap_common.o,0.943
0x0800c95e,22,action_for_key,0x0800c84a,22,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,keymap_common.o,1.000
0x0800c974,268,keycode_config,0x0800c860,264,1.86,match; entry=bl; callgraph 1/1; opsim=0.90,keycode_config.o,0.905
0x0800ca80,196,mod_config,0x0800c968,196,1.90,match; entry=bl; callgraph 1/1; opsim=0.66,keycode_config.o,0.662
0x0800cb44,4,sendchar,0x0800ca2c,4,1.90,match; entry=ptr; opsim=1.00,sendchar.o,1.000
0x0800cb48,4,null_sendchar_func,0x0800ca30,4,1.90,match; entry=ptr; opsim=1.00,print.o,1.000
0x0800cb4c,12,print_set_sendchar,0x0800ca34,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,print.o,1.000
0x0800cb58,4,bootmagic_lite_reset_eeprom,0x0800ca40,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,bootmagic_lite.o,1.000
0x0800cb5c,42,bootmagic_lite,0x0800ca44,42,2.50,match; entry=bl; callgraph 5/5; opsim=1.00,bootmagic_lite.o,1.000
0x0800cb86,10,bootmagic,0x0800ca6e,8,1.60,match; entry=bl; callgraph 2/2; opsim=0.86,bootmagic_lite.o,0.857
0x0800cb90,64,magic,0x0800ca78,64,2.20,match; entry=bl; callgraph 8/8; opsim=1.00,magic.o,1.000
0x0800cbd0,2,matrix_init_user,0x0800cab8,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,matrix_common.o,1.000
0x0800cbd2,8,matrix_init_kb,0x0800caba,8,2.20,match; callgraph 1/1; opsim=1.00,matrix_common.o,1.000
0x0800cbda,2,matrix_scan_user,0x0800cac2,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,matrix_common.o,1.000
0x0800cbdc,8,matrix_scan_kb,0x0800cac4,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,matrix_common.o,1.000
0x0800cbe4,12,matrix_get_row,0x0800cacc,12,1.90,match; entry=bl; callgraph 4/4; opsim=1.00,matrix_common.o,1.000
0x0800cbf0,2,matrix_print,0x0800cad8,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,matrix_common.o,1.000
0x0800cbf2,8,matrix_io_delay,0x0800cada,8,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,matrix_common.o,1.000
0x0800cbfa,26,matrix_output_select_delay,0x0800cae2,26,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,matrix_common.o,1.000
0x0800cc14,8,matrix_output_unselect_delay,0x0800cafc,8,2.20,match; callgraph 1/1; opsim=1.00,matrix_common.o,1.000
0x0800cc1c,36,setPinInputHigh_atomic,0x0800cb04,34,2.03,match; entry=bl; callgraph 3/3; opsim=0.96,matrix.o,0.960
0x0800cc40,60,matrix_init_pins,0x0800cb28,60,5.20,match; entry=bl; callgraph 2/2; opsim=1.00,matrix.o,1.000
0x0800cc7c,164,matrix_read_rows_on_col,0x0800cb64,156,5.05,match; entry=bl; callgraph 4/4; opsim=0.80,matrix.o,0.796
0x0800cd20,48,matrix_init,0x0800cc00,48,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,matrix.o,1.000
0x0800cd50,108,matrix_scan,0x0800cc30,104,2.09,match; entry=bl; callgraph 6/6; opsim=0.76,matrix.o,0.756
0x0800cdbc,40,debounce_init,0x0800cc98,52,1.01,match; entry=bl; callgraph 2/2; opsim=0.46,sym_eager_pk.o,0.457
0x0800cde4,20,debounce_free,0x0800cccc,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,sym_eager_pk.o,1.000
0x0800cdf8,324,debounce,0x0800cce0,308,2.05,match; entry=bl; callgraph 2/2; opsim=0.64,sym_eager_pk.o,0.636
0x0800cf3c,18,protocol_init,0x0800ce14,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,main.o,1.000
0x0800cf4e,18,protocol_task,0x0800ce26,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,main.o,1.000
0x0800cf60,28,main,0x0800ce38,28,2.20,match; entry=bl; callgraph 7/7; opsim=1.00,main.o,1.000
0x0800cf7c,30,eeprom_read_byte,0x0800ce54,28,2.00,match; entry=bl; callgraph 9/9; opsim=0.90,eeprom_driver.o,0.900
0x0800cf9a,30,eeprom_read_word,0x0800ce70,28,2.00,match; entry=bl; callgraph 3/3; opsim=0.90,eeprom_driver.o,0.900
0x0800cfb8,26,eeprom_read_dword,0x0800ce8c,24,1.97,match; entry=bl; callgraph 2/2; opsim=0.90,eeprom_driver.o,0.900
0x0800cfd2,24,eeprom_write_byte,0x0800cea4,22,1.95,match; callgraph 1/1; opsim=0.88,eeprom_driver.o,0.875
0x0800cfea,24,eeprom_write_word,0x0800ceba,22,1.95,match; callgraph 1/1; opsim=0.88,eeprom_driver.o,0.875
0x0800d002,22,eeprom_write_dword,0x0800ced0,20,1.93,match; callgraph 1/1; opsim=0.88,eeprom_driver.o,0.875
0x0800d018,52,eeprom_update_block,0x0800cee4,52,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,eeprom_driver.o,1.000
0x0800d04c,28,eeprom_update_byte,0x0800cf18,28,2.20,match; entry=bl; callgraph 8/8; opsim=1.00,eeprom_driver.o,1.000
0x0800d068,28,eeprom_update_word,0x0800cf34,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,eeprom_driver.o,1.000
0x0800d084,28,eeprom_update_dword,0x0800cf50,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,eeprom_driver.o,1.000
0x0800d0a0,4,eeprom_driver_init,0x0800cf6c,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,eeprom_wear_leveling.o,1.000
0x0800d0a4,4,eeprom_driver_erase,0x0800cf70,4,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,eeprom_wear_leveling.o,1.000
0x0800d0a8,10,eeprom_read_block,0x0800cf74,10,1.90,match; entry=bl; callgraph 6/6; opsim=1.00,eeprom_wear_leveling.o,1.000
0x0800d0b2,10,eeprom_write_block,0x0800cf7e,10,1.90,match; entry=bl; callgraph 4/4; opsim=1.00,eeprom_wear_leveling.o,1.000
0x0800d0bc,32,wear_leveling_clear_cache,0x0800cf88,32,2.80,match; entry=bl; callgraph 2/2; opsim=0.80,wear_leveling.o,0.800
0x0800d0dc,32,wear_leveling_unlock,0x0800cfa8,32,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,wear_leveling.o,1.000
0x0800d0fc,36,wear_leveling_lock,0x0800cfc8,36,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,wear_leveling.o,1.000
0x0800d120,52,wear_leveling_erase,0x0800cfec,50,2.08,match; callgraph 4/4; opsim=0.97,wear_leveling.o,0.974
0x0800d154,36,wear_leveling_read,0x0800d020,36,2.00,match; opsim=0.79,wear_leveling.o,0.786
0x0800d178,38,backing_store_read_bulk,0x0800d044,38,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,wear_leveling.o,1.000
0x0800d19e,42,backing_store_write_bulk,0x0800d06a,38,1.91,match; entry=bl; callgraph 2/2; opsim=0.94,wear_leveling.o,0.941
0x0800d1c8,100,wear_leveling_consolidate_force,0x0800d090,108,2.58,match; entry=bl; callgraph 6/6; opsim=0.76,wear_leveling.o,0.763
0x0800d22c,16,,,,,INSERTION (no ref function),,
0x0800d23c,24,wear_leveling_consolidate_if_needed,0x0800d0fc,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,wear_leveling.o,1.000
0x0800d254,40,wear_leveling_append_raw,0x0800d114,40,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,wear_leveling.o,1.000
0x0800d27c,212,wear_leveling_write,0x0800d13c,196,1.77,match; callgraph 4/4; opsim=0.70,wear_leveling.o,0.702
0x0800d350,236,wear_leveling_init,0x0800d200,260,2.02,match; callgraph 7/7; opsim=0.70,wear_leveling.o,0.701
0x0800d43c,16,,,,,INSERTION (no ref function),,
0x0800d44c,24,backing_store_unlock,0x0800d304,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,wear_leveling_efl.o,1.000
0x0800d464,64,backing_store_erase,0x0800d31c,76,1.73,match; entry=bl; callgraph 3/3; opsim=0.65,wear_leveling_efl.o,0.655
0x0800d4a4,48,backing_store_write,0x0800d368,44,1.15,match; entry=bl; callgraph 2/2; opsim=0.72,wear_leveling_efl.o,0.722
0x0800d4d4,16,backing_store_lock,0x0800d394,16,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,wear_leveling_efl.o,1.000
0x0800d4e4,136,backing_store_init,0x0800d3a4,152,3.98,match; entry=bl; callgraph 5/5; opsim=0.92,wear_leveling_efl.o,0.917
0x0800d56c,68,backing_store_read,0x0800d43c,68,2.20,match; entry=bl; callgraph 3/3; opsim=0.88,wear_leveling_efl.o,0.880
0x0800d5b0,224,hsv_to_rgb_impl,0x0800d480,196,3.02,match; opsim=0.74,color.o,0.736
0x0800d690,10,hsv_to_rgb,0x0800d544,10,1.90,match; opsim=1.00,color.o,1.000
0x0800d69a,74,sqrt16,0x0800d54e,68,1.96,match; entry=bl; callgraph 4/4; opsim=0.92,rgb_matrix.o,0.923
0x0800d6e4,36,random8,0x0800d594,32,1.57,match; entry=bl; callgraph 3/3; opsim=0.91,rgb_matrix.o,0.909
0x0800d708,68,sin8_C,0x0800d5b4,76,1.28,match; entry=bl; callgraph 2/2; opsim=0.40,rgb_matrix.o,0.400
0x0800d74c,40,CYCLE_ALL_math,0x0800d600,38,1.75,match; entry=ptr; opsim=0.96,rgb_matrix.o,0.963
0x0800d774,56,CYCLE_LEFT_RIGHT_math,0x0800d628,56,1.40,match; entry=ptr; opsim=0.83,rgb_matrix.o,0.833
0x0800d7ac,56,CYCLE_UP_DOWN_math,0x0800d660,56,1.40,match; entry=ptr; opsim=0.83,rgb_matrix.o,0.833
0x0800d7e4,84,RAINBOW_MOVING_CHEVRON_math,0x0800d698,80,1.76,match; entry=ptr; opsim=0.76,rgb_matrix.o,0.759
0x0800d838,50,CYCLE_OUT_IN_math,0x0800d6e8,50,1.90,match; entry=ptr; opsim=1.00,rgb_matrix.o,1.000
0x0800d86a,74,CYCLE_OUT_IN_DUAL_math,0x0800d71a,76,2.12,match; entry=ptr; callgraph 1/1; opsim=0.81,rgb_matrix.o,0.815
0x0800d8b4,80,DUAL_BEACON_math,0x0800d768,80,1.90,match; entry=ptr; opsim=0.95,rgb_matrix.o,0.945
0x0800d904,80,RAINBOW_BEACON_math,0x0800d7b8,80,1.90,match; entry=ptr; opsim=0.95,rgb_matrix.o,0.945
0x0800d954,52,SOLID_REACTIVE_SIMPLE_math,0x0800d808,52,1.90,match; entry=ptr; opsim=1.00,rgb_matrix.o,1.000
0x0800d988,72,SOLID_REACTIVE_WIDE_math,0x0800d83c,72,1.90,match; entry=ptr; opsim=1.00,rgb_matrix.o,1.000
0x0800d9d0,120,SOLID_REACTIVE_NEXUS_math,0x0800d884,120,1.90,match; entry=ptr; opsim=1.00,rgb_matrix.o,1.000
0x0800da48,78,SPLASH_math,0x0800d8fc,76,1.82,match; entry=ptr; opsim=0.89,rgb_matrix.o,0.893
0x0800da96,70,SOLID_SPLASH_math,0x0800d948,68,1.81,match; entry=ptr; opsim=0.98,rgb_matrix.o,0.980
0x0800dadc,16,eeconfig_flag_rgb_matrix,0x0800d98c,16,1.90,match; entry=bl; callgraph 1/2; opsim=1.00,rgb_matrix.o,1.000
0x0800daec,32,eeconfig_init_rgb_matrix,0x0800d99c,32,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800db0c,76,atan2_8,0x0800d9bc,74,1.82,match; entry=bl; callgraph 3/3; opsim=0.33,rgb_matrix.o,0.333
0x0800db58,70,BAND_SPIRAL_VAL_math,0x0800da06,68,2.11,match; entry=ptr; callgraph 1/1; opsim=0.86,rgb_matrix.o,0.857
0x0800db9e,48,CYCLE_PINWHEEL_math,0x0800da4a,48,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800dbce,54,CYCLE_SPIRAL_math,0x0800da7a,52,2.09,match; entry=ptr; callgraph 1/1; opsim=0.92,rgb_matrix.o,0.919
0x0800dc04,28,eeconfig_flush_rgb_matrix.part.0,0x0800dab0,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800dc20,8,rgb_matrix_hsv_to_rgb,0x0800dacc,8,1.90,match; entry=bl; callgraph 11/11; opsim=1.00,rgb_matrix.o,1.000
0x0800dc28,224,process_rgb_matrix_typing_heatmap,0x0800dad4,224,2.20,match; entry=bl; callgraph 2/2; opsim=0.85,rgb_matrix.o,0.853
0x0800dd08,4,eeconfig_update_rgb_matrix,0x0800dbb4,4,1.90,match; opsim=1.00,rgb_matrix.o,1.000
0x0800dd0c,44,eeconfig_update_rgb_matrix_default,0x0800dbb8,44,4.00,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800dd38,4,rgb_matrix_map_row_column_to_led_kb,0x0800dbe4,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800dd3c,40,rgb_matrix_map_row_column_to_led,0x0800dbe8,40,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,rgb_matrix.o,1.000
0x0800dd64,12,rgb_matrix_update_pwm_buffers,0x0800dc10,12,1.60,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800dd70,20,rgb_matrix_set_color,0x0800dc1c,16,1.00,match; entry=bl; callgraph 13/13; opsim=0.50,rgb_matrix.o,0.500
0x0800dd84,88,jellybean_raindrops_set_color.isra.0,0x0800dc2c,88,2.20,match; entry=bl; callgraph 3/3; opsim=0.89,rgb_matrix.o,0.893
0x0800dddc,12,rgb_matrix_set_color_all,0x0800dc84,12,1.60,match; entry=bl; callgraph 6/6; opsim=1.00,rgb_matrix.o,1.000
0x0800dde8,364,DIGITAL_RAIN,0x0800dc90,364,2.20,match; entry=bl; callgraph 5/5; opsim=0.95,rgb_matrix.o,0.951
0x0800df54,268,process_rgb_matrix,0x0800ddfc,284,2.03,match; entry=bl; callgraph 4/4; opsim=0.72,rgb_matrix.o,0.722
0x0800e060,2,rgb_matrix_none_indicators_user,0x0800df18,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e062,12,rgb_matrix_none_indicators,0x0800df1a,12,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,rgb_matrix.o,1.000
0x0800e06e,4,rgb_matrix_indicators_user,0x0800df26,4,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800e072,42,rgb_matrix_get_limits,0x0800df2a,36,1.47,match; entry=bl; callgraph 12/12; opsim=0.80,rgb_matrix.o,0.800
