dump_addr,size,ref_symbol,ref_elf,ref_addr,match_type,score,notes
0x08013D5E,20,otg_txfifo_flush.isra.0,ref1011_via_lto,0x08010DC4,exact,1.000,
0x080140D4,124,usb_lld_start_out,ref1011_via_lto,0x080105D6,fuzzy,0.857,xrefs: otg_epout_handler.constprop.0@0x08014150(bl~)
0x08014150,176,otg_epout_handler.constprop.0,ref1011_via_lto,0x08011308,fuzzy,0.890,
0x080146DA,2,__aeabi_idiv0|__aeabi_ldiv0|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|dummy_cb|wireless_enter_bluetooth_pin_code_entry_kb,ref1011_via_lto,0x080084EC,exact-ambiguous,1.000,tiny body placed (adjacent) ; identical body for: __aeabi_idiv0|__aeabi_ldiv0|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|dummy_cb|wireless_enter_bluetooth_pin_code_entry_kb
0x080146DC,24,rtc_enter_init.lto_priv.0,ref1011_via_lto,0x08012D20,exact,1.000,
0x080146F4,4,_getsize,ref1011_via_lto,0x080108C6,exact,1.000,tiny body placed (adjacent)
0x08014722,58,_write,ref1011_via_lto,0x080108F4,fuzzy,0.955,
0x0801475C,104,Vector48,ref1011_via_lto,0x08012D38,exact,1.000,xrefs: _vectors@0x08000048(vec)
0x080147C4,56,Vector4C,ref1011_via_lto,0x08012DA0,exact,1.000,xrefs: _vectors@0x0800004C(vec)
0x080147FC,76,VectorE4,ref1011_via_lto,0x08012DD8,exact,1.000,xrefs: _vectors@0x080000E4(vec)
0x08014A9C,46,spi_lld_configure,ref1011_via_lto,0x08010930,exact,1.000,
0x08014E64,30,gpio_init,ref1011_via_lto,0x08010A04,exact,1.000,
0x08014F08,2,__aeabi_idiv0|__aeabi_ldiv0|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|dummy_cb|wireless_enter_bluetooth_pin_code_entry_kb,ref1011_via_lto,0x080084EC,exact-ambiguous,1.000,tiny body placed (adjacent) ; identical body for: __aeabi_idiv0|__aeabi_ldiv0|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|dummy_cb|wireless_enter_bluetooth_pin_code_entry_kb
0x08014F0A,10,_read_r,ref1011_via_lto,0x08013130,exact,1.000,xrefs: __sread@0x08015F88(bl)
0x08014F14,4,_lseek_r,ref1011_via_lto,0x0801313A,exact-ambiguous,1.000,tiny body placed (vote) ; ambiguous body {_close_r|_lseek_r|null_sendchar_func|sendchar} resolved by caller: bl from __swrite@0x08015FAA+0x1A ; same body also matches: _close_r|null_sendchar_func|sendchar ; xrefs: __swrite@0x08015FAA(bl)
0x08014F18,4,_write_r,ref1011_via_lto,0x0801313E,exact,1.000,tiny body placed (vote) ; xrefs: __swrite@0x08015FAA(b)
0x08014F1C,4,_close_r,ref1011_via_lto,0x08013142,exact-ambiguous,1.000,tiny body placed (vote) ; ambiguous body {_close_r|_lseek_r|null_sendchar_func|sendchar} resolved by caller: b.w from __sclose@0x08016006+0x4 ; same body also matches: _lseek_r|null_sendchar_func|sendchar ; xrefs: __sclose@0x08016006(b)
0x08014F3A,24,_fstat_r,ref1011_via_lto,0x08013184,fuzzy,0.857,
0x08014F58,16,_exit,ref1011_via_lto,0x080131A0,fuzzy-anchored,0.667,call-anchored: bl from abort@0x08014F7E+0xA ; xrefs: abort@0x08014F7E(bl)
0x08014F78,4,_getpid|_isatty_r,ref1011_via_lto,0x0801319A,exact-ambiguous,1.000,tiny body placed (adjacent) ; identical body for: _getpid|_isatty_r
0x08014F7C,2,__aeabi_idiv0|__aeabi_ldiv0|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|dummy_cb|wireless_enter_bluetooth_pin_code_entry_kb,ref1011_via_lto,0x080084EC,exact-ambiguous,1.000,tiny body placed (adjacent) ; identical body for: __aeabi_idiv0|__aeabi_ldiv0|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|dummy_cb|wireless_enter_bluetooth_pin_code_entry_kb
0x08014F7E,14,abort,ref1011_via_lto,0x08013638,exact,1.000,xrefs: __assert_func@0x08015374(bl~)
0x08014F8C,48,__itoa,ref1011_via_lto,0x08013348,exact,1.000,
0x08014FC0,16,free|malloc|raise,ref1011_via_lto,0x080134B4,exact-ambiguous,1.000,identical body for: free|malloc|raise
0x08014FD0,16,free|malloc|raise,ref1011_via_lto,0x080134B4,exact-ambiguous,1.000,identical body for: free|malloc|raise
0x08014FE0,32,memcmp,ref1011_via_lto,0x080141AC,exact,1.000,
0x08015000,28,memcpy,ref1011_via_lto,0x08013FAC,exact,1.000,xrefs: eeconfig_update_rgb_matrix_default@0x0800DD0C(bl) usb_shared_get_report@0x08011954(b) usb_get_report@0x080118E6(b)
0x0801501C,16,memset,ref1011_via_lto,0x08013F14,exact,1.000,xrefs: std@0x08015CCC(bl) report_buffer_init@0x08008B5C(bl) usb_shared_reset_report@0x08011970(bl) usb_event_queue_init@0x0801126C(bl) ...
0x0801502C,152,_free_r,ref1011_via_lto,0x08013648,fuzzy,0.946,xrefs: __sflush_r@0x08015B48(bl~)
0x08015268,80,_raise_r,ref1011_via_lto,0x08013F24,fuzzy-anchored,0.971,call-anchored: b.w from raise@0x080152B8+0x6 ; xrefs: raise@0x080152B8(b)
0x080152B8,16,raise,ref1011_via_lto,0x08013F74,exact-ambiguous,1.000,ambiguous body {free|malloc|raise} resolved by caller: bl from abort@0x08014F7E+0x4 ; same body also matches: free|malloc ; xrefs: abort@0x08014F7E(bl)
0x080152C8,36,_kill_r,ref1011_via_lto,0x08013F84,fuzzy,0.941,
0x080152F0,132,__utoa,ref1011_via_lto,0x080133F8,fuzzy-anchored,0.879,call-anchored: bl from __itoa@0x08014F8C+0x26 ; xrefs: __itoa@0x08014F8C(bl)
0x08015374,60,__assert_func,ref1011_via_lto,0x08013478,fuzzy,0.870,
0x080153B0,36,fiprintf,ref1011_via_lto,0x08013614,exact-ambiguous,1.000,ambiguous body {fiprintf|fprintf} resolved by caller: bl(fuzzy-paired) from __assert_func@0x08015374+0x1C ; same body also matches: fprintf ; xrefs: __assert_func@0x08015374(bl~)
0x080153EC,44,__sfputc_r,ref1011_via_lto,0x080136E0,fuzzy-anchored,0.872,call-anchored: bl from __sfputs_r@0x0801541A+0x1A ; xrefs: __sfputs_r@0x0801541A(bl)
0x08015418,2,__aeabi_idiv0|__aeabi_ldiv0|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|dummy_cb|wireless_enter_bluetooth_pin_code_entry_kb,ref1011_via_lto,0x080084EC,exact-ambiguous,1.000,tiny body placed (adjacent) ; identical body for: __aeabi_idiv0|__aeabi_ldiv0|__cpu_init|__late_init|__malloc_lock|__malloc_unlock|_fini|dummy_cb|wireless_enter_bluetooth_pin_code_entry_kb
0x0801541A,36,__sfputs_r,ref1011_via_lto,0x0801370A,exact,1.000,
0x08015B48,268,__sflush_r,ref1011_via_lto,0x08013FC8,fuzzy,0.865,
0x08015CCC,72,std,ref1011_via_lto,0x08013C34,exact,1.000,
0x08015F88,34,__sread,ref1011_via_lto,0x08013D6A,exact,1.000,xrefs: std@0x08015CCC(ptr)
0x08015FAA,56,__swrite,ref1011_via_lto,0x08013D8C,exact,1.000,xrefs: std@0x08015CCC(ptr)
0x08016006,8,__sclose,ref1011_via_lto,0x08013DEA,exact,1.000,xrefs: std@0x08015CCC(ptr)
0x08016020,24,spicfg,ref1011_via_lto,0x08014CEC,data,1.000,
0x0801603C,24,connected_config,ref1011_via_lto,0x08014CBC,data,1.000,
0x08016054,24,disconnected_config,ref1011_via_lto,0x08014CD4,data,1.000,
0x0801606C,24,pairing_config,ref1011_via_lto,0x08014CA4,data,1.000,
0x08016084,24,reconnecting_config,ref1011_via_lto,0x08014C8C,data,1.000,
0x080160CC,16,key_comb_list,ref1011_via_lto,0x08014C02,data,1.000,
0x080160E0,352,g_snled27351_leds,ref1011_via_lto,0x0801473C,data,1.000,
0x08016240,16,encoder_map,ref1011_via_lto,0x0801472C,data,1.000,
0x08016250,864,keymaps,ref1011_via_lto,0x080143CC,data,1.000,
0x080165B0,54,CSWTCH.7,ref1011_via_lto,0x08014B2C,data-ambiguous,1.000,object bytes occur at 2 places
