start,size,kind,fn_starts,suggested_names,callers,callees
0x0800A89C,896,code,0x0800A8BC 0x0800A8C8 0x0800A8D4 0x0800A98C 0x0800AA20 0x0800AA64 0x0800AB3C 0x0800AB70 0x0800ABA4 0x0800ABDC,,,0x0800A8A2->0x0801258C 0x0800A8D6->keyboard_leds 0x0800A8DE->0x0800A874 0x0800A8EC->0x0800A89C 0x0800A8FE->0x0800A840 0x0800A90C->timer_read32 0x0800A918->timer_read32 0x0800A942->timer_read32 0x0800A956->0x0801258C 0x0800A99C->_pal_lld_setgroupmode 0x0800A9A4->chThdSleep 0x0800A9B8->_pal_lld_setgroupmode 0x0800A9C6->_pal_lld_setgroupmode 0x0800A9D2->_pal_lld_setgroupmode 0x0800A9DE->_pal_lld_setgroupmode 0x0800A9EC->0x0801410C
0x0800AC68,1924,code,0x0800ACEC 0x0800AD2C 0x0800AD70 0x0800ADA0 0x0800ADF8 0x0800AE20 0x0800AE58 0x0800AE88 0x0800AEBC 0x0800AEF8 0x0800AF2C 0x0800AF5C 0x0800AF8C 0x0800B008 0x0800B290 0x0800B328 0x0800B354 0x0800B366 0x0800B36A 0x0800B378 0x0800B39C 0x0800B3C4,,,0x0800AC76->0x08008798 0x0800ACAC->0x080086C0 0x0800ACB6->0x0800883C 0x0800ACBC->0x080086C0 0x0800ACC4->0x0800AA20 0x0800ACFA->0x08008798 0x0800AD14->0x0800AA20 0x0800AD36->0x08008798 0x0800AD44->spiSelect 0x0800AD4C->chThdSleep 0x0800AD54->chThdSleep 0x0800AD7C->0x08008798 0x0800ADB0->0x08008798 0x0800ADC6->0x08014120 0x0800ADCC->spiSelect 0x0800ADDA->0x080141BC
0x0800B420,1940,code,0x0800B494 0x0800B4C4 0x0800B5D0 0x0800B6AC 0x0800B800 0x0800B81C 0x0800B8DC 0x0800B91C 0x0800B970 0x0800B972 0x0800B990 0x0800B9F8 0x0800BA60 0x0800BA9C,,,0x0800B426->0x0800C48C 0x0800B44C->timer_read32 0x0800B454->0x0800C48C 0x0800B472->0x0800B378 0x0800B476->0x08010CF4 0x0800B496->keyboard_leds 0x0800B4A6->0x08012148 0x0800B4C6->keyboard_leds 0x0800B4D0->0x0800C158 0x0800B4DE->0x0800FEE4 0x0800B4E6->0x0800C144 0x0800B4F2->0x0800FEE4 0x0800B510->0x0800FE78 0x0800B528->0x0800FE78 0x0800B52C->0x0800C304 0x0800B532->0x0800C314
0x0800BBC0,176,code,0x0800BC30,,,0x0800BBD0->0x0800E4DC 0x0800BBD4->0x08011D68 0x0800BBE0->0x0801249E 0x0800BBE4->0x0801246C 0x0800BBEE->0x08014358 0x0800BBF6->chThdSleep 0x0800BBFC->0x08011B84 0x0800BC00->0x08011D68 0x0800BC08->chThdSleep 0x0800BC0E->0x08011B84 0x0800BC12->0x08011D68 0x0800BC1A->chThdSleep 0x0800BC20->mousekey_off 0x0800BC24->0x08011D68 0x0800BC48->_pal_lld_setgroupmode 0x0800BBDC->0x08012A98
0x0800BC8C,3212,code,0x0800BCA4 0x0800BCB8 0x0800BCC8 0x0800BDCC 0x0800BF94 0x0800BFF4 0x0800C058 0x0800C068 0x0800C06A 0x0800C074 0x0800C0EC 0x0800C144 0x0800C158 0x0800C16C 0x0800C1AC 0x0800C1E0 0x0800C2AC 0x0800C304 0x0800C314 0x0800C43C 0x0800C46C 0x0800C488 0x0800C48C 0x0800C4A8 ...,,,0x0800BC94->_pal_lld_setgroupmode 0x0800BCD4->0x0800BF94 0x0800BCE0->0x08014242 0x0800BCF0->0x08015410 0x0800BD04->0x08015410 0x0800BD16->0x08015410 0x0800BD28->0x08015410 0x0800BD4E->0x08015410 0x0800BD5E->0x0800BC30 0x0800BD68->_pal_lld_setgroupmode 0x0800BD72->_pal_lld_setgroupmode 0x0800BD7C->_pal_lld_setgroupmode 0x0800BD88->_pal_lld_setgroupmode 0x0800BD94->_pal_lld_setgroupmode 0x0800BDA0->_pal_lld_setgroupmode 0x0800BDA4->0x0800C068
0x0800C928,540,code,0x0800CA18 0x0800CA74 0x0800CA84,,,0x0800C998->factory_timer_start 0x0800C9D4->factory_timer_start 0x0800CA30->0x0800FEE4 0x0800CA8E->0x0801258C 0x0800CAA6->timer_read32 0x0800CAB4->0x0800DB44 0x0800CABC->0x0800E6C4 0x0800CAC0->0x0800E600 0x0800CACA->0x0800DBE2 0x0800CACE->0x08010CF4 0x0800CAD4->0x08010EF0 0x0800CAD8->0x08010C70 0x0800CADE->0x0800AEF8 0x0800CAEA->0x0801258C 0x0800CB0C->0x08010CF4 0x0800CB12->0x08010EF0
0x0800CB90,2672,code,0x0800CCF0 0x0800CD18 0x0800CD38 0x0800CD88 0x0800CDB8 0x0800CDD8 0x0800CDF4 0x0800CDFE 0x0800CF74 0x0800D088 0x0800D08C 0x0800D090 0x0800D104 0x0800D1C4 0x0800D1EC 0x0800D25C 0x0800D2A4 0x0800D2C8 0x0800D2CC 0x0800D2D0 0x0800D2D8 0x0800D2DC 0x0800D2DE 0x0800D334 ...,,,0x0800CC24->keyboard_leds 0x0800CC3C->factory_test_send 0x0800CC64->0x080085BC 0x0800CC72->0x080085BC 0x0800CC82->0x080085BC 0x0800CC92->0x0800883C 0x0800CCAA->0x0800883C 0x0800CCB6->0x0800883C 0x0800CCC2->0x0800883C 0x0800CD08->factory_test_send 0x0800CD28->0x0800DBE2 0x0800CD30->0x0800CCF0 0x0800CD44->_pal_lld_setgroupmode 0x0800CD50->_pal_lld_setgroupmode 0x0800CD5E->0x0800A98C 0x0800CD62->0x0800A240
0x0800D696,1654,code,0x0800DAB4 0x0800DAD8 0x0800DB44 0x0800DB94 0x0800DBAC 0x0800DBB8 0x0800DBC4 0x0800DBC6 0x0800DBE0 0x0800DBE2 0x0800DBE8 0x0800DBF8 0x0800DC08 0x0800DC18 0x0800DC1A 0x0800DC24 0x0800DC34 0x0800DC3C 0x0800DC58 0x0800DC64 0x0800DC7C 0x0800DC90 0x0800DCA8 0x0800DCB8 ...,,,0x0800D6A6->0x0800E2FC 0x0800D6EC->0x0800E548 0x0800D6F0->0x0800E2FC 0x0800D74A->0x0800E31C 0x0800D74E->0x0800E4DC 0x0800D756->0x0800E354 0x0800D75E->unregister_code 0x0800D772->del_mods 0x0800D778->del_mods 0x0800D77C->0x0800E4DC 0x0800D7B6->0x0800E31C 0x0800D7BA->0x0800E4DC 0x0800D7C0->0x0800D570 0x0800D7CE->host_keyboard_leds 0x0800D7D2->0x0800D4BA 0x0800D7DC->0x0800E2EC
0x0800DD32,390,code,0x0800DD34 0x0800DD78 0x0800DDB4 0x0800DDF8 0x0800DE10 0x0800DE58 0x0800DE98,,,0x0800DDE2->0x0800EA9E 0x0800DE00->0x0800DDB4 0x0800DE2C->0x0800DDB4 0x0800DE36->0x0800DD34 0x0800DE4A->0x0800DD78 0x0800DE82->0x0800DBB8 0x0800DD58->0x0800DCDA 0x0800DD94->read_source_layers_cache_impl 0x0800DE0C->0x0800EA9E 0x0800DE44->0x0800EA9E 0x0800DEB0->0x0800DBB8
0x0800DEFC,1044,code,0x0800DF00 0x0800DF94 0x0800E21C 0x0800E2E0 0x0800E2EC 0x0800E2FC,,,0x0800DF4C->0x0800D334 0x0800DF52->0x0800DEFC 0x0800DF70->0x0800DAD8 0x0800DFA8->0x0800883C 0x0800DFD4->0x0800DB94 0x0800DFE4->0x0800883C 0x0800DFEA->0x0800D54C 0x0800DFEE->0x0800DF00 0x0800DFF2->0x0800DE98 0x0800E010->0x0800D334 0x0800E016->0x0800DEFC 0x0800E044->0x0800DE98 0x0800E04A->0x0800DAD8 0x0800E068->waiting_buffer_typed.isra.0 0x0800E06E->waiting_buffer_typed.isra.0 0x0800E07A->0x0800DDF8
0x0800E38C,1832,code,0x0800E394 0x0800E3B0 0x0800E3C8 0x0800E3E4 0x0800E3EC 0x0800E408 0x0800E424 0x0800E43C 0x0800E4DC 0x0800E4FC 0x0800E504 0x0800E534 0x0800E548 0x0800E5A8 0x0800E5C0 0x0800E5C6 0x0800E5CC 0x0800E5E0 0x0800E5F4 0x0800E5FA 0x0800E600 0x0800E606 0x0800E60E 0x0800E61E ...,0x0800E4DC=send_keyboard_report,0x0800E4DC<-unregister_code@0x0800D600(b) 0x0800E4DC<-unregister_mods@0x0800D672(b) 0x0800E4DC<-unregister_mods@0x0800D684(b),0x0800E38E->0x0800D08C 0x0800E3A4->0x0800E38C 0x0800E3BC->0x0800E38C 0x0800E3D8->0x0800E38C 0x0800E3E6->0x0800D088 0x0800E3FC->0x0800E3E4 0x0800E418->0x0800E3E4 0x0800E430->0x0800E3E4 0x0800E450->0x080121E8 0x0800E456->0x0800E424 0x0800E472->0x0800E43C 0x0800E480->0x080089D4 0x0800E48C->0x0800883C 0x0800E4AA->0x0800E43C 0x0800E4B8->0x080089D4 0x0800E4C4->0x0800883C
0x0800EBBC,412,code,0x0800EC80 0x0800EC84 0x0800EC88 0x0800EC94 0x0800EC98 0x0800ECC2 0x0800ECCC 0x0800ED0C 0x0800ED0E 0x0800ED16 0x0800ED18 0x0800ED20 0x0800ED2C 0x0800ED2E 0x0800ED36 0x0800ED50,,,0x0800EC9A->0x0800EE8C 0x0800ECA2->chThdSleep 0x0800ECA6->0x0800EE8C 0x0800ECAC->0x0800ED20 0x0800ECB4->0x0800EC94 0x0800ECC4->0x0800EC98 0x0800ECCE->0x0800E5E0 0x0800ECD4->0x0800E6C4 0x0800ECD8->0x0800E5F4 0x0800ECE0->0x0800E600 0x0800ECE8->0x0800ECC2 0x0800ECEC->0x0800E5FA 0x0800ECF0->0x0800DBE2 0x0800ED10->0x0800ED0C 0x0800ED1A->0x0800ED16 0x0800ED52->0x0800ED2E
0x0800ED7A,1498,code,0x0800ED7C 0x0800EDB8 0x0800EE58 0x0800EE8C 0x0800EEF8 0x0800EF1C 0x0800EF30 0x0800F060 0x0800F072 0x0800F084 0x0800F0A0 0x0800F0BE 0x0800F0DC 0x0800F13C 0x0800F170 0x0800F18C 0x0800F1A8 0x0800F1C4 0x0800F1C8 0x0800F1CC 0x0800F1D6 0x0800F1E0 0x0800F200 0x0800F220 ...,0x0800F084=main 0x0800F2E8=wear_leveling_consolidate_force,0x0800F084<-endinitloop@0x080080C8(bl) 0x0800F2E8<-wear_leveling_consolidate_if_needed@0x0800F354(b),0x0800ED8A->setPinInputHigh_atomic 0x0800EDA2->setPinInputHigh_atomic 0x0800EDE8->_pal_lld_setgroupmode 0x0800EDF6->0x0800ED36 0x0800EE36->setPinInputHigh_atomic 0x0800EE5C->0x0800ED7C 0x0800EE66->0x08008798 0x0800EE70->0x08008798 0x0800EE76->0x0800EEF8 0x0800EE96->0x08008798 0x0800EEA6->0x0800EDB8 0x0800EEB8->0x080089D4 0x0800EEDE->0x0800EF30 0x0800EEE4->0x0800ED18 0x0800EF02->free|malloc|raise 0x0800EF22->free|malloc|raise
0x0800F394,544,code,0x0800F460 0x0800F55C 0x0800F574,,,0x0800F3AE->0x080089D4 0x0800F3BC->0x0800883C 0x0800F3C0->0x0800F200 0x0800F3D2->wear_leveling_consolidate_if_needed 0x0800F3DE->0x0800F220 0x0800F3E6->0x0800F220 0x0800F420->0x0800883C 0x0800F426->wear_leveling_append_raw 0x0800F440->wear_leveling_append_raw 0x0800F464->0x0800F1E0 0x0800F468->0x0800F5F4 0x0800F46E->0x0800F1E0 0x0800F486->0x0800F29C 0x0800F49A->0x080115F0 0x0800F4AA->0x0800F29C 0x0800F4BA->0x0800F1E0
0x0800F5E4,454,code,0x0800F5F4 0x0800F67C 0x0800F6DE 0x0800F770 0x0800F776 0x0800F780 0x0800F78A 0x0800F794 0x0800F7A0,,,0x0800F5E8->0x080140C0 0x0800F5FE->0x0800F5E4 0x0800F626->flashGetSectorSize 0x0800F63A->flashGetSectorOffset 0x0800F658->0x0801357C 0x0800F68A->0x08014064
0x0800F7F8,104,code,0x0800F81C,,,
0x0800F886,198,code,0x0800F888 0x0800F8C0 0x0800F8F8,,,
0x0800F97E,74,code,,,,0x0800F99A->sqrt16
0x0800FA68,50,code,,,,
0x0800FBEE,120,code,0x0800FBF0 0x0800FC00 0x0800FC20,0x0800FC20=atan2_8,0x0800FC20<-CYCLE_SPIRAL_math@0x0800FCDC(bl~) 0x0800FC20<-BAND_SPIRAL_VAL_math@0x0800FC66(bl~) 0x0800FC20<-CYCLE_PINWHEEL_math@0x0800FCAC(bl~),0x0800FC0E->0x0800F1CC
0x0800FD14,4032,code,0x0800FD30 0x0800FD38 0x0800FE14 0x0800FE40 0x0800FE44 0x0800FE6C 0x0800FE78 0x0800FE8C 0x0800FEE4 0x0800FEF0 0x08010060 0x0801016C 0x0801016E 0x0801017A 0x0801017E 0x08010284 0x08010290 0x0801029C 0x08010360 0x0801036C 0x08010410 0x0801041C 0x08010428 0x08010434 ...,,,0x0800FD1C->0x0800F13C 0x0800FDE0->sqrt16 0x0800FE24->0x0800883C 0x0800FE4C->0x0800FE40 0x0800FE9C->0x0800F7F8 0x0800FEA4->0x0800F7F8 0x0800FEBC->0x0800FD30 0x0800FF1A->0x0800FEE4 0x0800FF24->0x08008798 0x0800FF52->0x080084AC 0x0800FF68->0x0800FE44 0x0800FF90->0x0800FE78 0x08010086->0x0800FE44 0x080100A2->0x0800883C 0x080100B2->0x0800883C 0x080100C6->0x0800883C
0x08010CF4,344,code,0x08010D40 0x08010D64 0x08010D8C 0x08010DCC 0x08010DF0 0x08010E1C 0x08010E44,,,0x08010D28->0x0800FBF0
0x08010E7C,64,code,0x08010EB4,,,0x08010E90->0x0800FBF0 0x08010EA4->rgb_matrix_increase_val_helper
