dump_addr,size,ref_symbol,ref_elf,ref_addr,match_type,score,notes
0x08008980,16,free|malloc|raise,"ref1011_default_lto,ref1011_feat_lto",0x08013240,exact-ambiguous,1.000,identical body for: free|malloc|raise
0x08009344,4,_close_r|_lseek_r|null_sendchar_func|sendchar,"ref1011_default_lto,ref1011_feat_lto",0x08008CEA,exact-ambiguous,1.000,tiny body placed (adjacent) ; identical body for: _close_r|_lseek_r|null_sendchar_func|sendchar
0x08009348,24,stdio_exit_handler,"ref1011_default_lto,ref1011_feat_lto",0x08013A08,exact,1.000,
0x08009360,64,cleanup_stdio,ref1011_feat_lto,0x08013A20,fuzzy,0.852,
0x08009A60,160,memchr,"ref1011_default_lto,ref1011_feat_lto",0x08008160,exact,1.000,size inferred from next symbol (asm routine)
0x0800A178,8,__sclose,"ref1011_default_lto,ref1011_feat_lto",0x08013B76,exact,1.000,
0x0800A1C0,24,wreless_keyboard_leds,"ref1011_default_lto,ref1011_feat_lto",0x08008574,exact,1.000,
0x0800A77C,12,keyboard_leds,"ref1011_default_lto,ref1011_feat_lto",0x0800FFF8,exact,1.000,
0x0800A7CC,60,report_buffer_init,"ref1011_default_lto,ref1011_feat_lto",0x0800A678,exact,1.000,
0x0800A88C,16,factory_timer_start,"ref1011_default_lto,ref1011_feat_lto",0x0800A450,exact,1.000,
0x0800AC1C,76,lkbt51_send_mouse,ref1011_feat_lto,0x0800DCF4,fuzzy,0.862,
0x0800B3EC,52,indicator_battery_low_enable,"ref1011_default_lto,ref1011_feat_lto",0x0800A28C,exact,1.000,
0x0800BBB4,12,keyboard_leds,"ref1011_default_lto,ref1011_feat_lto",0x0800FFF8,exact,1.000,
0x0800BC70,28,lpm_timer_reset,"ref1011_default_lto,ref1011_feat_lto",0x0800A328,exact,1.000,
0x0800C918,16,factory_timer_start,"ref1011_default_lto,ref1011_feat_lto",0x0800A450,exact,1.000,
0x0800CB44,76,factory_test_send,ref1011_feat_lto,0x0800A766,fuzzy,0.852,
0x0800D600,114,unregister_code,"ref1011_default_lto,ref1011_feat_lto",0x0800A8F0,exact,1.000,
0x0800D672,18,unregister_mods,"ref1011_default_lto,ref1011_feat_lto",0x0800A978,exact,1.000,
0x0800D684,18,unregister_mods,"ref1011_default_lto,ref1011_feat_lto",0x0800A978,exact,1.000,
0x0800DD0C,38,read_source_layers_cache_impl,"ref1011_default_lto,ref1011_feat_lto",0x080086BC,exact,1.000,
0x0800DEB8,68,waiting_buffer_typed.isra.0,"ref1011_default_lto,ref1011_feat_lto",0x0800875C,exact,1.000,
0x0800E310,12,keyboard_leds,"ref1011_default_lto,ref1011_feat_lto",0x0800FFF8,exact,1.000,
0x0800E32C,16,del_mods,"ref1011_default_lto,ref1011_feat_lto",0x080087F8,exact,1.000,xrefs: unregister_code@0x0800D600(bl) unregister_mods@0x0800D684(bl)
0x0800E348,12,keyboard_leds,"ref1011_default_lto,ref1011_feat_lto",0x0800FFF8,exact,1.000,
0x0800E364,16,del_mods,"ref1011_default_lto,ref1011_feat_lto",0x080087F8,exact,1.000,
0x0800E380,12,keyboard_leds,"ref1011_default_lto,ref1011_feat_lto",0x0800FFF8,exact,1.000,
0x0800EAB4,264,keycode_config,"ref1011_default_lto,ref1011_feat_lto",0x08008880,exact,1.000,
0x0800ED58,34,setPinInputHigh_atomic,"ref1011_default_lto,ref1011_feat_lto",0x0800B568,exact,1.000,
0x0800F354,24,wear_leveling_consolidate_if_needed,"ref1011_default_lto,ref1011_feat_lto",0x0800BE44,exact,1.000,xrefs: wear_leveling_append_raw@0x0800F36C(b)
0x0800F36C,40,wear_leveling_append_raw,"ref1011_default_lto,ref1011_feat_lto",0x0800BE5C,exact,1.000,
