addr,name,size,file,status
0x0801364C,FUN_0801364c,82,0801364c_FUN_0801364c.c,ok
0x080136A4,FUN_080136a4,72,080136a4_FUN_080136a4.c,ok
0x080136F4,FUN_080136f4,18,080136f4_FUN_080136f4.c,ok
0x08013708,FUN_08013708,102,08013708_FUN_08013708.c,ok
0x08013774,FUN_08013774,188,08013774_FUN_08013774.c,ok
0x08013838,FUN_08013838,28,08013838_FUN_08013838.c,ok
0x08013854,FUN_08013854,28,08013854_FUN_08013854.c,ok
0x08013870,FUN_08013870,62,08013870_FUN_08013870.c,ok
0x080138B4,thunk_FUN_08013838,4,080138b4_thunk_FUN_08013838.c,ok
0x080138B8,FUN_080138b8,24,080138b8_FUN_080138b8.c,ok
0x080138D4,FUN_080138d4,52,080138d4_FUN_080138d4.c,ok
0x08013910,FUN_08013910,20,08013910_FUN_08013910.c,ok
0x08013928,FUN_08013928,36,08013928_FUN_08013928.c,ok
0x08013950,FUN_08013950,20,08013950_FUN_08013950.c,ok
0x08013968,FUN_08013968,4,08013968_FUN_08013968.c,ok
0x0801396C,FUN_0801396c,110,0801396c_FUN_0801396c.c,ok
0x080139EC,FUN_080139ec,20,080139ec_FUN_080139ec.c,ok
0x08013A00,FUN_08013a00,70,08013a00_FUN_08013a00.c,ok
0x08013A50,FUN_08013a50,14,08013a50_FUN_08013a50.c,ok
0x08013A60,FUN_08013a60,12,08013a60_FUN_08013a60.c,ok
0x08013A70,thunk_FUN_08013a60,10,08013a70_thunk_FUN_08013a60.c,ok
0x08013A7A,FUN_08013a7a,24,08013a7a_FUN_08013a7a.c,ok
0x08013AB0,FUN_08013ab0,18,08013ab0_FUN_08013ab0.c,ok
0x08013AC4,FUN_08013ac4,28,08013ac4_FUN_08013ac4.c,ok
0x08013AE4,FUN_08013ae4,22,08013ae4_FUN_08013ae4.c,ok
0x08013AFA,FUN_08013afa,28,08013afa_FUN_08013afa.c,ok
0x08013B16,FUN_08013b16,30,08013b16_FUN_08013b16.c,ok
0x08013B34,FUN_08013b34,10,08013b34_FUN_08013b34.c,ok
0x08013B40,FUN_08013b40,94,08013b40_FUN_08013b40.c,ok
0x08013BA4,FUN_08013ba4,20,08013ba4_FUN_08013ba4.c,ok
0x08013BB8,FUN_08013bb8,86,08013bb8_FUN_08013bb8.c,ok
0x08013C14,SVCall_Handler,28,08013c14_SVCall_Handler.c,ok
0x08013C34,FUN_08013c34,58,08013c34_FUN_08013c34.c,ok
0x08013C7C,FUN_08013c7c,66,08013c7c_FUN_08013c7c.c,ok
0x08013CD0,FUN_08013cd0,106,08013cd0_FUN_08013cd0.c,ok
0x08013CFA,FUN_08013cfa,8,08013cfa_FUN_08013cfa.c,ok
0x08013D02,FUN_08013d02,16,08013d02_FUN_08013d02.c,ok
0x08013D12,FUN_08013d12,10,08013d12_FUN_08013d12.c,ok
0x08013D1C,FUN_08013d1c,8,08013d1c_FUN_08013d1c.c,ok
0x08013D24,FUN_08013d24,46,08013d24_FUN_08013d24.c,ok
0x08013D52,FUN_08013d52,22,08013d52_FUN_08013d52.c,ok
0x08013D68,FUN_08013d68,20,08013d68_FUN_08013d68.c,ok
0x08013D7C,FUN_08013d7c,32,08013d7c_FUN_08013d7c.c,ok
0x08013D9C,FUN_08013d9c,50,08013d9c_FUN_08013d9c.c,ok
0x08013DCE,FUN_08013dce,36,08013dce_FUN_08013dce.c,ok
0x08013DF2,FUN_08013df2,130,08013df2_FUN_08013df2.c,ok
0x08013E74,FUN_08013e74,46,08013e74_FUN_08013e74.c,ok
0x08013EA2,FUN_08013ea2,24,08013ea2_FUN_08013ea2.c,ok
0x08013EBA,FUN_08013eba,28,08013eba_FUN_08013eba.c,ok
0x08013ED6,FUN_08013ed6,30,08013ed6_FUN_08013ed6.c,ok
0x08013EF4,FUN_08013ef4,50,08013ef4_FUN_08013ef4.c,ok
0x08013F26,FUN_08013f26,38,08013f26_FUN_08013f26.c,ok
0x08013F4C,FUN_08013f4c,134,08013f4c_FUN_08013f4c.c,ok
0x08013FD2,FUN_08013fd2,32,08013fd2_FUN_08013fd2.c,ok
0x08013FF4,FUN_08013ff4,56,08013ff4_FUN_08013ff4.c,ok
0x08014030,FUN_08014030,26,08014030_FUN_08014030.c,ok
0x0801404A,FUN_0801404a,26,0801404a_FUN_0801404a.c,ok
0x08014064,FUN_08014064,16,08014064_FUN_08014064.c,ok
0x08014074,FUN_08014074,12,08014074_FUN_08014074.c,ok
0x08014080,FUN_08014080,12,08014080_FUN_08014080.c,ok
0x0801408C,thunk_FUN_08014c78,4,0801408c_thunk_FUN_08014c78.c,ok
0x08014090,FUN_08014090,14,08014090_FUN_08014090.c,ok
0x080140A4,FUN_080140a4,28,080140a4_FUN_080140a4.c,ok
0x080140C0,FUN_080140c0,26,080140c0_FUN_080140c0.c,ok
0x080140DC,FUN_080140dc,18,080140dc_FUN_080140dc.c,ok
0x080140F4,thunk_FUN_08015fe0,4,080140f4_thunk_FUN_08015fe0.c,ok
0x080140F8,FUN_080140f8,6,080140f8_FUN_080140f8.c,ok
0x08014104,thunk_FUN_08016058,4,08014104_thunk_FUN_08016058.c,ok
0x08014108,thunk_FUN_08016130,4,08014108_thunk_FUN_08016130.c,ok
0x0801410C,thunk_FUN_080163c8,4,0801410c_thunk_FUN_080163c8.c,ok
0x08014110,FUN_08014110,16,08014110_FUN_08014110.c,ok
0x08014120,FUN_08014120,34,08014120_FUN_08014120.c,ok
0x08014142,FUN_08014142,28,08014142_FUN_08014142.c,ok
0x0801415E,FUN_0801415e,28,0801415e_FUN_0801415e.c,ok
0x0801417A,FUN_0801417a,28,0801417a_FUN_0801417a.c,ok
0x08014196,FUN_08014196,14,08014196_FUN_08014196.c,ok
0x080141A4,FUN_080141a4,62,080141a4_FUN_080141a4.c,ok
0x080141AC,FUN_080141ac,38,080141ac_FUN_080141ac.c,ok
0x080141BC,FUN_080141bc,34,080141bc_FUN_080141bc.c,ok
0x080141DE,FUN_080141de,34,080141de_FUN_080141de.c,ok
0x08014200,thunk_FUN_08015538,4,08014200_thunk_FUN_08015538.c,ok
0x08014204,FUN_08014204,24,08014204_FUN_08014204.c,ok
0x0801421C,FUN_0801421c,38,0801421c_FUN_0801421c.c,ok
0x08014242,FUN_08014242,82,08014242_FUN_08014242.c,ok
0x08014294,FUN_08014294,50,08014294_FUN_08014294.c,ok
0x080142C6,FUN_080142c6,84,080142c6_FUN_080142c6.c,ok
0x08014310,FUN_08014310,36,08014310_FUN_08014310.c,ok
0x08014334,FUN_08014334,36,08014334_FUN_08014334.c,ok
0x08014358,FUN_08014358,62,08014358_FUN_08014358.c,ok
0x08014396,FUN_08014396,112,08014396_FUN_08014396.c,ok
0x08014406,FUN_08014406,92,08014406_FUN_08014406.c,ok
0x08014462,FUN_08014462,22,08014462_FUN_08014462.c,ok
0x08014478,FUN_08014478,700,08014478_FUN_08014478.c,ok
0x08014740,FUN_08014740,162,08014740_FUN_08014740.c,ok
0x080147F2,FUN_080147f2,120,080147f2_FUN_080147f2.c,ok
0x0801486A,FUN_0801486a,44,0801486a_FUN_0801486a.c,ok
0x08014896,FUN_08014896,44,08014896_FUN_08014896.c,ok
0x080148C4,Vector58_IRQ6_EXTI0,32,080148c4_Vector58_IRQ6_EXTI0.c,ok
0x080148EC,Vector5C_IRQ7_EXTI1,32,080148ec_Vector5C_IRQ7_EXTI1.c,ok
0x08014914,Vector60_IRQ8_EXTI2,32,08014914_Vector60_IRQ8_EXTI2.c,ok
0x0801493C,Vector64_IRQ9_EXTI3,32,0801493c_Vector64_IRQ9_EXTI3.c,ok
0x08014964,Vector68_IRQ10_EXTI4,32,08014964_Vector68_IRQ10_EXTI4.c,ok
0x0801498C,Vector9C_IRQ23_EXTI9_5,90,0801498c_Vector9C_IRQ23_EXTI9_5.c,ok
0x080149F0,VectorE0_IRQ40_EXTI15_10,104,080149f0_VectorE0_IRQ40_EXTI15_10.c,ok
0x08014A60,VectorB0_IRQ28_TIM2,14,08014a60_VectorB0_IRQ28_TIM2.c,ok
0x08014AB4,FUN_08014ab4,228,08014ab4_FUN_08014ab4.c,ok
0x08014B5C,FUN_08014b5c,212,08014b5c_FUN_08014b5c.c,ok
0x08014C54,FUN_08014c54,36,08014c54_FUN_08014c54.c,ok
0x08014C78,FUN_08014c78,62,08014c78_FUN_08014c78.c,ok
0x08014CD4,FUN_08014cd4,26,08014cd4_FUN_08014cd4.c,ok
0x08014CFC,FUN_08014cfc,12,08014cfc_FUN_08014cfc.c,ok
0x08014D08,FUN_08014d08,4,08014d08_FUN_08014d08.c,ok
0x08014D0C,FUN_08014d0c,46,08014d0c_FUN_08014d0c.c,ok
0x08014D3A,FUN_08014d3a,176,08014d3a_FUN_08014d3a.c,ok
0x08014DEA,FUN_08014dea,12,08014dea_FUN_08014dea.c,ok
0x08014DF6,FUN_08014df6,70,08014df6_FUN_08014df6.c,ok
0x08014E3C,FUN_08014e3c,50,08014e3c_FUN_08014e3c.c,ok
0x08014E6E,FUN_08014e6e,70,08014e6e_FUN_08014e6e.c,ok
0x08014EB4,Vector6C_IRQ11_DMA1_Stream0,30,08014eb4_Vector6C_IRQ11_DMA1_Stream0.c,ok
0x08014EDC,Vector70_IRQ12_DMA1_Stream1,34,08014edc_Vector70_IRQ12_DMA1_Stream1.c,ok
0x08014F08,Vector74_IRQ13_DMA1_Stream2,34,08014f08_Vector74_IRQ13_DMA1_Stream2.c,ok
0x08014F34,Vector78_IRQ14_DMA1_Stream3,34,08014f34_Vector78_IRQ14_DMA1_Stream3.c,ok
0x08014F60,Vector7C_IRQ15_DMA1_Stream4,30,08014f60_Vector7C_IRQ15_DMA1_Stream4.c,ok
0x08014F88,Vector80_IRQ16_DMA1_Stream5,34,08014f88_Vector80_IRQ16_DMA1_Stream5.c,ok
0x08014FB4,Vector84_IRQ17_DMA1_Stream6,34,08014fb4_Vector84_IRQ17_DMA1_Stream6.c,ok
0x08014FE0,VectorFC_IRQ47_DMA1_Stream7,34,08014fe0_VectorFC_IRQ47_DMA1_Stream7.c,ok
0x0801500C,Vector120_IRQ56_DMA2_Stream0,30,0801500c_Vector120_IRQ56_DMA2_Stream0.c,ok
0x08015034,Vector124_IRQ57_DMA2_Stream1,34,08015034_Vector124_IRQ57_DMA2_Stream1.c,ok
0x08015060,Vector128_IRQ58_DMA2_Stream2,34,08015060_Vector128_IRQ58_DMA2_Stream2.c,ok
0x0801508C,Vector12C_IRQ59_DMA2_Stream3,34,0801508c_Vector12C_IRQ59_DMA2_Stream3.c,ok
0x080150B8,Vector130_IRQ60_DMA2_Stream4,30,080150b8_Vector130_IRQ60_DMA2_Stream4.c,ok
0x080150E0,Vector150_IRQ68_DMA2_Stream5,34,080150e0_Vector150_IRQ68_DMA2_Stream5.c,ok
0x0801510C,Vector154_IRQ69_DMA2_Stream6,34,0801510c_Vector154_IRQ69_DMA2_Stream6.c,ok
0x08015138,Vector158_IRQ70_DMA2_Stream7,36,08015138_Vector158_IRQ70_DMA2_Stream7.c,ok
0x08015164,FUN_08015164,54,08015164_FUN_08015164.c,ok
0x080151A8,FUN_080151a8,164,080151a8_FUN_080151a8.c,ok
0x08015258,FUN_08015258,78,08015258_FUN_08015258.c,ok
0x080152B0,FUN_080152b0,104,080152b0_FUN_080152b0.c,ok
0x0801531C,FUN_0801531c,22,0801531c_FUN_0801531c.c,ok
0x08015338,FUN_08015338,214,08015338_FUN_08015338.c,ok
0x08015410,FUN_08015410,94,08015410_FUN_08015410.c,ok
0x08015474,FUN_08015474,76,08015474_FUN_08015474.c,ok
0x080154CC,FUN_080154cc,86,080154cc_FUN_080154cc.c,ok
0x08015522,FUN_08015522,20,08015522_FUN_08015522.c,ok
0x08015538,FUN_08015538,22,08015538_FUN_08015538.c,ok
0x08015558,FUN_08015558,178,08015558_FUN_08015558.c,ok
0x08015624,FUN_08015624,60,08015624_FUN_08015624.c,ok
0x08015668,FUN_08015668,168,08015668_FUN_08015668.c,ok
0x08015718,FUN_08015718,24,08015718_FUN_08015718.c,ok
0x08015730,FUN_08015730,268,08015730_FUN_08015730.c,ok
0x0801584E,FUN_0801584e,26,0801584e_FUN_0801584e.c,ok
0x08015868,FUN_08015868,26,08015868_FUN_08015868.c,ok
0x08015882,FUN_08015882,18,08015882_FUN_08015882.c,ok
0x08015894,FUN_08015894,122,08015894_FUN_08015894.c,ok
0x08015910,FUN_08015910,170,08015910_FUN_08015910.c,ok
0x080159C0,FUN_080159c0,138,080159c0_FUN_080159c0.c,ok
0x08015A4C,FUN_08015a4c,268,08015a4c_FUN_08015a4c.c,ok
0x08015B5C,Vector14C_IRQ67_OTG_FS,706,08015b5c_Vector14C_IRQ67_OTG_FS.c,ok
0x08015E24,FUN_08015e24,20,08015e24_FUN_08015e24.c,ok
0x08015E38,FUN_08015e38,20,08015e38_FUN_08015e38.c,ok
0x08015E4C,FUN_08015e4c,20,08015e4c_FUN_08015e4c.c,ok
0x08015E60,FUN_08015e60,20,08015e60_FUN_08015e60.c,ok
0x08015E74,FUN_08015e74,20,08015e74_FUN_08015e74.c,ok
0x08015E8C,FUN_08015e8c,4,08015e8c_FUN_08015e8c.c,ok
0x08015E90,FUN_08015e90,42,08015e90_FUN_08015e90.c,ok
0x08015EBA,FUN_08015eba,58,08015eba_FUN_08015eba.c,ok
0x08015EF4,Vector48_IRQ2_TAMP_STAMP,94,08015ef4_Vector48_IRQ2_TAMP_STAMP.c,ok
0x08015F5C,Vector4C_IRQ3_RTC_WKUP,48,08015f5c_Vector4C_IRQ3_RTC_WKUP.c,ok
0x08015F94,VectorE4_IRQ41_RTC_Alarm,66,08015f94_VectorE4_IRQ41_RTC_Alarm.c,ok
0x08015FE0,FUN_08015fe0,106,08015fe0_FUN_08015fe0.c,ok
0x08016058,FUN_08016058,212,08016058_FUN_08016058.c,ok
0x08016130,FUN_08016130,240,08016130_FUN_08016130.c,ok
0x0801622C,FUN_0801622c,46,0801622c_FUN_0801622c.c,ok
0x0801625C,FUN_0801625c,160,0801625c_FUN_0801625c.c,ok
0x08016304,FUN_08016304,56,08016304_FUN_08016304.c,ok
0x08016340,FUN_08016340,132,08016340_FUN_08016340.c,ok
0x080163C8,FUN_080163c8,30,080163c8_FUN_080163c8.c,ok
0x080163F4,FUN_080163f4,186,080163f4_FUN_080163f4.c,ok
0x080164C0,FUN_080164c0,66,080164c0_FUN_080164c0.c,ok
0x0801650C,FUN_0801650c,54,0801650c_FUN_0801650c.c,ok
0x080165C0,FUN_080165c0,40,080165c0_FUN_080165c0.c,ok
0x080165E8,FUN_080165e8,30,080165e8_FUN_080165e8.c,ok
0x08016608,FUN_08016608,118,08016608_FUN_08016608.c,ok
0x0801668C,FUN_0801668c,2,0801668c_FUN_0801668c.c,ok
0x0801668E,FUN_0801668e,10,0801668e_FUN_0801668e.c,ok
0x08016698,FUN_08016698,4,08016698_FUN_08016698.c,ok
0x080166A4,FUN_080166a4,26,080166a4_FUN_080166a4.c,ok
0x080166BE,FUN_080166be,24,080166be_FUN_080166be.c,ok
0x080166D6,FUN_080166d6,4,080166d6_FUN_080166d6.c,ok
0x080166DC,FUN_080166dc,16,080166dc_FUN_080166dc.c,ok
0x080166EC,FUN_080166ec,16,080166ec_FUN_080166ec.c,ok
0x080166FC,FUN_080166fc,4,080166fc_FUN_080166fc.c,ok
0x08016700,FUN_08016700,2,08016700_FUN_08016700.c,ok
