addr,name,size,file,status
0x0800E5CC,FUN_0800e5cc,20,0800e5cc_FUN_0800e5cc.c,ok
0x0800E5E0,FUN_0800e5e0,20,0800e5e0_FUN_0800e5e0.c,ok
0x0800E5F4,FUN_0800e5f4,6,0800e5f4_FUN_0800e5f4.c,ok
0x0800E5FA,FUN_0800e5fa,6,0800e5fa_FUN_0800e5fa.c,ok
0x0800E600,FUN_0800e600,6,0800e600_FUN_0800e600.c,ok
0x0800E606,FUN_0800e606,8,0800e606_FUN_0800e606.c,ok
0x0800E60E,FUN_0800e60e,8,0800e60e_FUN_0800e60e.c,ok
0x0800E61E,FUN_0800e61e,14,0800e61e_FUN_0800e61e.c,ok
0x0800E624,FUN_0800e624,14,0800e624_FUN_0800e624.c,ok
0x0800E634,FUN_0800e634,138,0800e634_FUN_0800e634.c,ok
0x0800E6C4,thunk_FUN_0800e634,4,0800e6c4_thunk_FUN_0800e634.c,ok
0x0800E6C8,FUN_0800e6c8,50,0800e6c8_FUN_0800e6c8.c,ok
0x0800E700,FUN_0800e700,16,0800e700_FUN_0800e700.c,ok
0x0800E718,FUN_0800e718,16,0800e718_FUN_0800e718.c,ok
0x0800E730,FUN_0800e730,2,0800e730_FUN_0800e730.c,ok
0x0800E732,FUN_0800e732,2,0800e732_FUN_0800e732.c,ok
0x0800E734,FUN_0800e734,8,0800e734_FUN_0800e734.c,ok
0x0800E73C,FUN_0800e73c,4,0800e73c_FUN_0800e73c.c,ok
0x0800E740,FUN_0800e740,22,0800e740_FUN_0800e740.c,ok
0x0800E75C,FUN_0800e75c,4,0800e75c_FUN_0800e75c.c,ok
0x0800E760,FUN_0800e760,8,0800e760_FUN_0800e760.c,ok
0x0800E768,FUN_0800e768,2,0800e768_FUN_0800e768.c,ok
0x0800E76A,FUN_0800e76a,12,0800e76a_FUN_0800e76a.c,ok
0x0800E776,FUN_0800e776,18,0800e776_FUN_0800e776.c,ok
0x0800E788,FUN_0800e788,28,0800e788_FUN_0800e788.c,ok
0x0800E7A4,FUN_0800e7a4,20,0800e7a4_FUN_0800e7a4.c,ok
0x0800E7B8,FUN_0800e7b8,240,0800e7b8_FUN_0800e7b8.c,ok
0x0800E8B0,FUN_0800e8b0,432,0800e8b0_FUN_0800e8b0.c,ok
0x0800EA64,keymap_key_to_keycode,58,0800ea64_keymap_key_to_keycode.c,ok
0x0800EA9E,FUN_0800ea9e,22,0800ea9e_FUN_0800ea9e.c,ok
0x0800EAB4,FUN_0800eab4,250,0800eab4_FUN_0800eab4.c,ok
0x0800EBBC,FUN_0800ebbc,190,0800ebbc_FUN_0800ebbc.c,ok
0x0800EC80,FUN_0800ec80,4,0800ec80_FUN_0800ec80.c,ok
0x0800EC84,FUN_0800ec84,4,0800ec84_FUN_0800ec84.c,ok
0x0800EC88,FUN_0800ec88,6,0800ec88_FUN_0800ec88.c,ok
0x0800EC94,thunk_FUN_0800e5cc,4,0800ec94_thunk_FUN_0800e5cc.c,ok
0x0800EC98,FUN_0800ec98,42,0800ec98_FUN_0800ec98.c,ok
0x0800ECC2,FUN_0800ecc2,8,0800ecc2_FUN_0800ecc2.c,ok
0x0800ECCC,FUN_0800eccc,52,0800eccc_FUN_0800eccc.c,ok
0x0800ED0C,FUN_0800ed0c,2,0800ed0c_FUN_0800ed0c.c,ok
0x0800ED0E,FUN_0800ed0e,8,0800ed0e_FUN_0800ed0e.c,ok
0x0800ED16,FUN_0800ed16,2,0800ed16_FUN_0800ed16.c,ok
0x0800ED18,FUN_0800ed18,8,0800ed18_FUN_0800ed18.c,ok
0x0800ED20,FUN_0800ed20,8,0800ed20_FUN_0800ed20.c,ok
0x0800ED2C,FUN_0800ed2c,2,0800ed2c_FUN_0800ed2c.c,ok
0x0800ED2E,FUN_0800ed2e,8,0800ed2e_FUN_0800ed2e.c,ok
0x0800ED36,FUN_0800ed36,26,0800ed36_FUN_0800ed36.c,ok
0x0800ED50,FUN_0800ed50,8,0800ed50_FUN_0800ed50.c,ok
0x0800ED58,FUN_0800ed58,34,0800ed58_FUN_0800ed58.c,ok
0x0800ED7C,FUN_0800ed7c,52,0800ed7c_FUN_0800ed7c.c,ok
0x0800EDB8,FUN_0800edb8,152,0800edb8_FUN_0800edb8.c,ok
0x0800EE58,FUN_0800ee58,42,0800ee58_FUN_0800ee58.c,ok
0x0800EE8C,FUN_0800ee8c,98,0800ee8c_FUN_0800ee8c.c,ok
0x0800EEF8,FUN_0800eef8,30,0800eef8_FUN_0800eef8.c,ok
0x0800EF1C,FUN_0800ef1c,16,0800ef1c_FUN_0800ef1c.c,ok
0x0800EF30,FUN_0800ef30,284,0800ef30_FUN_0800ef30.c,ok
0x0800F060,FUN_0800f060,26,0800f060_FUN_0800f060.c,ok
0x0800F072,FUN_0800f072,18,0800f072_FUN_0800f072.c,ok
0x0800F084,FUN_0800f084,28,0800f084_FUN_0800f084.c,ok
0x0800F0A0,FUN_0800f0a0,30,0800f0a0_FUN_0800f0a0.c,ok
0x0800F0BE,FUN_0800f0be,30,0800f0be_FUN_0800f0be.c,ok
0x0800F0DC,FUN_0800f0dc,26,0800f0dc_FUN_0800f0dc.c,ok
0x0800F0F6,FUN_0800f0f6,24,0800f0f6_FUN_0800f0f6.c,ok
0x0800F10E,FUN_0800f10e,24,0800f10e_FUN_0800f10e.c,ok
0x0800F126,FUN_0800f126,22,0800f126_FUN_0800f126.c,ok
0x0800F13C,FUN_0800f13c,52,0800f13c_FUN_0800f13c.c,ok
0x0800F170,FUN_0800f170,28,0800f170_FUN_0800f170.c,ok
0x0800F18C,FUN_0800f18c,28,0800f18c_FUN_0800f18c.c,ok
0x0800F1A8,FUN_0800f1a8,28,0800f1a8_FUN_0800f1a8.c,ok
0x0800F1C4,thunk_FUN_0800f460,4,0800f1c4_thunk_FUN_0800f460.c,ok
0x0800F1C8,thunk_FUN_0800f244,4,0800f1c8_thunk_FUN_0800f244.c,ok
0x0800F1CC,FUN_0800f1cc,10,0800f1cc_FUN_0800f1cc.c,ok
0x0800F1D6,FUN_0800f1d6,206,0800f1d6_FUN_0800f1d6.c,ok
0x0800F1E0,FUN_0800f1e0,26,0800f1e0_FUN_0800f1e0.c,ok
0x0800F200,FUN_0800f200,28,0800f200_FUN_0800f200.c,ok
0x0800F220,FUN_0800f220,30,0800f220_FUN_0800f220.c,ok
0x0800F244,FUN_0800f244,50,0800f244_FUN_0800f244.c,ok
0x0800F278,FUN_0800f278,30,0800f278_FUN_0800f278.c,ok
0x0800F29C,FUN_0800f29c,38,0800f29c_FUN_0800f29c.c,ok
0x0800F2C2,FUN_0800f2c2,38,0800f2c2_FUN_0800f2c2.c,ok
0x0800F2E8,FUN_0800f2e8,92,0800f2e8_FUN_0800f2e8.c,ok
0x0800F354,FUN_0800f354,20,0800f354_FUN_0800f354.c,ok
0x0800F36C,FUN_0800f36c,36,0800f36c_FUN_0800f36c.c,ok
0x0800F460,FUN_0800f460,240,0800f460_FUN_0800f460.c,ok
0x0800F55C,FUN_0800f55c,18,0800f55c_FUN_0800f55c.c,ok
0x0800F574,FUN_0800f574,54,0800f574_FUN_0800f574.c,ok
0x0800F5B4,FUN_0800f5b4,38,0800f5b4_FUN_0800f5b4.c,ok
0x0800F5E4,FUN_0800f5e4,12,0800f5e4_FUN_0800f5e4.c,ok
0x0800F5F4,FUN_0800f5f4,110,0800f5f4_FUN_0800f5f4.c,ok
0x0800F67C,FUN_0800f67c,50,0800f67c_FUN_0800f67c.c,ok
0x0800F6C0,FUN_0800f6c0,190,0800f6c0_FUN_0800f6c0.c,ok
0x0800F7AA,FUN_0800f7aa,76,0800f7aa_FUN_0800f7aa.c,ok
0x0800F7F8,FUN_0800f7f8,30,0800f7f8_FUN_0800f7f8.c,ok
0x0800F81C,FUN_0800f81c,62,0800f81c_FUN_0800f81c.c,ok
0x0800F860,FUN_0800f860,38,0800f860_FUN_0800f860.c,ok
0x0800F888,FUN_0800f888,50,0800f888_FUN_0800f888.c,ok
0x0800F8C0,FUN_0800f8c0,50,0800f8c0_FUN_0800f8c0.c,ok
0x0800F8F8,FUN_0800f8f8,80,0800f8f8_FUN_0800f8f8.c,ok
0x0800F94C,FUN_0800f94c,50,0800f94c_FUN_0800f94c.c,ok
0x0800F97E,FUN_0800f97e,72,0800f97e_FUN_0800f97e.c,ok
0x0800F9C8,FUN_0800f9c8,76,0800f9c8_FUN_0800f9c8.c,ok
0x0800FA18,FUN_0800fa18,76,0800fa18_FUN_0800fa18.c,ok
0x0800FA68,FUN_0800fa68,52,0800fa68_FUN_0800fa68.c,ok
0x0800FA9C,FUN_0800fa9c,72,0800fa9c_FUN_0800fa9c.c,ok
0x0800FAE4,FUN_0800fae4,114,0800fae4_FUN_0800fae4.c,ok
0x0800FB5C,FUN_0800fb5c,78,0800fb5c_FUN_0800fb5c.c,ok
0x0800FBAA,FUN_0800fbaa,68,0800fbaa_FUN_0800fbaa.c,ok
0x0800FBF0,FUN_0800fbf0,10,0800fbf0_FUN_0800fbf0.c,ok
0x0800FC00,FUN_0800fc00,24,0800fc00_FUN_0800fc00.c,ok
0x0800FC20,FUN_0800fc20,70,0800fc20_FUN_0800fc20.c,ok
0x0800FC66,FUN_0800fc66,70,0800fc66_FUN_0800fc66.c,ok
0x0800FCAC,FUN_0800fcac,48,0800fcac_FUN_0800fcac.c,ok
0x0800FCDC,FUN_0800fcdc,54,0800fcdc_FUN_0800fcdc.c,ok
0x0800FD14,FUN_0800fd14,20,0800fd14_FUN_0800fd14.c,ok
0x0800FD30,FUN_0800fd30,18,0800fd30_FUN_0800fd30.c,ok
0x0800FD38,FUN_0800fd38,212,0800fd38_FUN_0800fd38.c,ok
0x0800FE14,FUN_0800fe14,34,0800fe14_FUN_0800fe14.c,ok
0x0800FE40,FUN_0800fe40,4,0800fe40_FUN_0800fe40.c,ok
0x0800FE44,FUN_0800fe44,34,0800fe44_FUN_0800fe44.c,ok
0x0800FE6C,thunk_FUN_080114fc,6,0800fe6c_thunk_FUN_080114fc.c,ok
0x0800FE78,FUN_0800fe78,14,0800fe78_FUN_0800fe78.c,ok
0x0800FE8C,FUN_0800fe8c,78,0800fe8c_FUN_0800fe8c.c,ok
0x0800FEE4,thunk_FUN_08011378,6,0800fee4_thunk_FUN_08011378.c,ok
0x0800FEF0,FUN_0800fef0,342,0800fef0_FUN_0800fef0.c,ok
0x08010060,FUN_08010060,250,08010060_FUN_08010060.c,ok
0x0801016C,FUN_0801016c,2,0801016c_FUN_0801016c.c,ok
0x0801016E,FUN_0801016e,12,0801016e_FUN_0801016e.c,ok
0x0801017A,FUN_0801017a,4,0801017a_FUN_0801017a.c,ok
0x0801017E,FUN_0801017e,40,0801017e_FUN_0801017e.c,ok
0x080101A8,FUN_080101a8,206,080101a8_FUN_080101a8.c,ok
0x08010284,FUN_08010284,6,08010284_FUN_08010284.c,ok
0x08010290,FUN_08010290,6,08010290_FUN_08010290.c,ok
0x0801029C,FUN_0801029c,6,0801029c_FUN_0801029c.c,ok
0x080102A8,FUN_080102a8,170,080102a8_FUN_080102a8.c,ok
0x08010360,FUN_08010360,6,08010360_FUN_08010360.c,ok
0x0801036C,FUN_0801036c,6,0801036c_FUN_0801036c.c,ok
0x08010378,FUN_08010378,138,08010378_FUN_08010378.c,ok
0x08010410,FUN_08010410,6,08010410_FUN_08010410.c,ok
0x0801041C,FUN_0801041c,6,0801041c_FUN_0801041c.c,ok
0x08010428,FUN_08010428,6,08010428_FUN_08010428.c,ok
0x08010434,FUN_08010434,6,08010434_FUN_08010434.c,ok
0x08010440,FUN_08010440,180,08010440_FUN_08010440.c,ok
0x08010500,FUN_08010500,6,08010500_FUN_08010500.c,ok
0x0801050C,FUN_0801050c,6,0801050c_FUN_0801050c.c,ok
0x08010518,FUN_08010518,208,08010518_FUN_08010518.c,ok
0x080105F8,FUN_080105f8,6,080105f8_FUN_080105f8.c,ok
0x08010604,FUN_08010604,284,08010604_FUN_08010604.c,ok
0x08010730,FUN_08010730,10,08010730_FUN_08010730.c,ok
0x08010740,FUN_08010740,10,08010740_FUN_08010740.c,ok
0x08010750,FUN_08010750,20,08010750_FUN_08010750.c,ok
0x0801076C,FUN_0801076c,20,0801076c_FUN_0801076c.c,ok
0x08010788,FUN_08010788,106,08010788_FUN_08010788.c,ok
0x080107FC,FUN_080107fc,166,080107fc_FUN_080107fc.c,ok
0x080108B0,FUN_080108b0,104,080108b0_FUN_080108b0.c,ok
0x08010920,FUN_08010920,280,08010920_FUN_08010920.c,ok
0x08010A4C,FUN_08010a4c,456,08010a4c_FUN_08010a4c.c,ok
0x08010C4C,FUN_08010c4c,8,08010c4c_FUN_08010c4c.c,ok
0x08010C54,FUN_08010c54,28,08010c54_FUN_08010c54.c,ok
0x08010C70,FUN_08010c70,78,08010c70_FUN_08010c70.c,ok
0x08010CD4,FUN_08010cd4,24,08010cd4_FUN_08010cd4.c,ok
0x08010CF4,FUN_08010cf4,10,08010cf4_FUN_08010cf4.c,ok
0x08010D04,FUN_08010d04,50,08010d04_FUN_08010d04.c,ok
0x08010D40,FUN_08010d40,6,08010d40_FUN_08010d40.c,ok
0x08010D64,FUN_08010d64,28,08010d64_FUN_08010d64.c,ok
0x08010D8C,FUN_08010d8c,32,08010d8c_FUN_08010d8c.c,ok
0x08010D94,FUN_08010d94,30,08010d94_FUN_08010d94.c,ok
0x08010DCC,FUN_08010dcc,22,08010dcc_FUN_08010dcc.c,ok
0x08010DF0,FUN_08010df0,30,08010df0_FUN_08010df0.c,ok
0x08010E1C,FUN_08010e1c,36,08010e1c_FUN_08010e1c.c,ok
0x08010E44,FUN_08010e44,34,08010e44_FUN_08010e44.c,ok
0x08010E4C,FUN_08010e4c,44,08010e4c_FUN_08010e4c.c,ok
0x08010E7C,FUN_08010e7c,46,08010e7c_FUN_08010e7c.c,ok
0x08010EB4,FUN_08010eb4,6,08010eb4_FUN_08010eb4.c,ok
0x08010EBC,FUN_08010ebc,42,08010ebc_FUN_08010ebc.c,ok
0x08010EF0,FUN_08010ef0,30,08010ef0_FUN_08010ef0.c,ok
0x08010F14,FUN_08010f14,6,08010f14_FUN_08010f14.c,ok
0x08010F1C,FUN_08010f1c,50,08010f1c_FUN_08010f1c.c,ok
0x08010F54,FUN_08010f54,6,08010f54_FUN_08010f54.c,ok
0x08010F74,FUN_08010f74,24,08010f74_FUN_08010f74.c,ok
0x08010F90,FUN_08010f90,22,08010f90_FUN_08010f90.c,ok
0x08010F98,FUN_08010f98,6,08010f98_FUN_08010f98.c,ok
0x08010FA4,FUN_08010fa4,8,08010fa4_FUN_08010fa4.c,ok
0x08010FB0,FUN_08010fb0,18,08010fb0_FUN_08010fb0.c,ok
0x08010FCC,FUN_08010fcc,16,08010fcc_FUN_08010fcc.c,ok
0x08010FE4,FUN_08010fe4,16,08010fe4_FUN_08010fe4.c,ok
0x08010FFC,FUN_08010ffc,6,08010ffc_FUN_08010ffc.c,ok
0x08011008,FUN_08011008,58,08011008_FUN_08011008.c,ok
0x08011058,FUN_08011058,246,08011058_FUN_08011058.c,ok
0x08011180,FUN_08011180,28,08011180_FUN_08011180.c,ok
0x080111A0,FUN_080111a0,86,080111a0_FUN_080111a0.c,ok
0x08011200,FUN_08011200,24,08011200_FUN_08011200.c,ok
0x08011218,FUN_08011218,42,08011218_FUN_08011218.c,ok
0x0801124C,FUN_0801124c,226,0801124c_FUN_0801124c.c,ok
0x08011338,FUN_08011338,50,08011338_FUN_08011338.c,ok
0x08011378,FUN_08011378,30,08011378_FUN_08011378.c,ok
0x08011398,FUN_08011398,166,08011398_FUN_08011398.c,ok
0x0801144C,FUN_0801144c,38,0801144c_FUN_0801144c.c,ok
0x08011480,FUN_08011480,40,08011480_FUN_08011480.c,ok
0x080114B0,FUN_080114b0,70,080114b0_FUN_080114b0.c,ok
0x080114FC,FUN_080114fc,18,080114fc_FUN_080114fc.c,ok
0x08011510,FUN_08011510,8,08011510_FUN_08011510.c,ok
0x0801151C,FUN_0801151c,8,0801151c_FUN_0801151c.c,ok
0x08011528,FUN_08011528,6,08011528_FUN_08011528.c,ok
0x08011530,process_rgb_matrix,128,08011530_process_rgb_matrix.c,ok
0x080115F0,FUN_080115f0,112,080115f0_FUN_080115f0.c,ok
0x08011660,FUN_08011660,8,08011660_FUN_08011660.c,ok
0x08011668,FUN_08011668,92,08011668_FUN_08011668.c,ok
0x080116D0,FUN_080116d0,342,080116d0_FUN_080116d0.c,ok
0x08011890,FUN_08011890,4,08011890_FUN_08011890.c,ok
0x08011894,FUN_08011894,8,08011894_FUN_08011894.c,ok
0x0801189C,FUN_0801189c,48,0801189c_FUN_0801189c.c,ok
0x080118D8,FUN_080118d8,24,080118d8_FUN_080118d8.c,ok
0x080118F4,process_leader,74,080118f4_process_leader.c,ok
0x08011940,FUN_08011940,44,08011940_FUN_08011940.c,ok
0x0801197C,FUN_0801197c,14,0801197c_FUN_0801197c.c,ok
0x08011990,FUN_08011990,6,08011990_FUN_08011990.c,ok
0x0801199C,FUN_0801199c,26,0801199c_FUN_0801199c.c,ok
0x080119C0,FUN_080119c0,24,080119c0_FUN_080119c0.c,ok
0x080119DC,FUN_080119dc,24,080119dc_FUN_080119dc.c,ok
0x080119F8,FUN_080119f8,12,080119f8_FUN_080119f8.c,ok
0x08011A08,FUN_08011a08,46,08011a08_FUN_08011a08.c,ok
0x08011A3C,FUN_08011a3c,20,08011a3c_FUN_08011a3c.c,ok
0x08011A50,FUN_08011a50,18,08011a50_FUN_08011a50.c,ok
0x08011A62,FUN_08011a62,42,08011a62_FUN_08011a62.c,ok
0x08011A8C,FUN_08011a8c,120,08011a8c_FUN_08011a8c.c,ok
0x08011B14,FUN_08011b14,94,08011b14_FUN_08011b14.c,ok
0x08011B84,FUN_08011b84,164,08011b84_FUN_08011b84.c,ok
0x08011C48,FUN_08011c48,206,08011c48_FUN_08011c48.c,ok
0x08011D68,FUN_08011d68,58,08011d68_FUN_08011d68.c,ok
0x08011DA0,FUN_08011da0,28,08011da0_FUN_08011da0.c,ok
0x08011DCC,FUN_08011dcc,34,08011dcc_FUN_08011dcc.c,ok
0x08011DF0,FUN_08011df0,374,08011df0_FUN_08011df0.c,ok
0x08011F8C,FUN_08011f8c,6,08011f8c_FUN_08011f8c.c,ok
0x08011F92,FUN_08011f92,36,08011f92_FUN_08011f92.c,ok
0x08011FB8,FUN_08011fb8,66,08011fb8_FUN_08011fb8.c,ok
0x08012000,preprocess_tap_dance,54,08012000_preprocess_tap_dance.c,ok
0x08012040,process_tap_dance,132,08012040_process_tap_dance.c,ok
0x080120D0,FUN_080120d0,66,080120d0_FUN_080120d0.c,ok
0x08012120,FUN_08012120,6,08012120_FUN_08012120.c,ok
0x0801212C,FUN_0801212c,6,0801212c_FUN_0801212c.c,ok
0x08012138,FUN_08012138,12,08012138_FUN_08012138.c,ok
0x08012148,FUN_08012148,8,08012148_FUN_08012148.c,ok
0x08012150,FUN_08012150,12,08012150_FUN_08012150.c,ok
0x08012160,FUN_08012160,16,08012160_FUN_08012160.c,ok
0x08012188,FUN_08012188,36,08012188_FUN_08012188.c,ok
0x080121B8,FUN_080121b8,36,080121b8_FUN_080121b8.c,ok
0x080121E8,FUN_080121e8,64,080121e8_FUN_080121e8.c,ok
0x08012238,FUN_08012238,82,08012238_FUN_08012238.c,ok
0x0801229C,FUN_0801229c,44,0801229c_FUN_0801229c.c,ok
0x080122C8,FUN_080122c8,24,080122c8_FUN_080122c8.c,ok
0x0801231C,FUN_0801231c,60,0801231c_FUN_0801231c.c,ok
0x08012350,FUN_08012350,66,08012350_FUN_08012350.c,ok
0x08012384,FUN_08012384,38,08012384_FUN_08012384.c,ok
0x080123BC,FUN_080123bc,72,080123bc_FUN_080123bc.c,ok
0x08012404,FUN_08012404,2,08012404_FUN_08012404.c,ok
0x08012406,FUN_08012406,8,08012406_FUN_08012406.c,ok
0x08012410,FUN_08012410,16,08012410_FUN_08012410.c,ok
0x08012424,FUN_08012424,14,08012424_FUN_08012424.c,ok
0x08012438,thunk_FUN_08012410,4,08012438_thunk_FUN_08012410.c,ok
0x0801243C,FUN_0801243c,14,0801243c_FUN_0801243c.c,ok
0x08012450,thunk_FUN_0801243c,4,08012450_thunk_FUN_0801243c.c,ok
0x08012454,FUN_08012454,2,08012454_FUN_08012454.c,ok
0x08012456,FUN_08012456,2,08012456_FUN_08012456.c,ok
0x08012458,FUN_08012458,2,08012458_FUN_08012458.c,ok
0x0801245A,FUN_0801245a,8,0801245a_FUN_0801245a.c,ok
0x08012462,FUN_08012462,2,08012462_FUN_08012462.c,ok
0x08012464,FUN_08012464,8,08012464_FUN_08012464.c,ok
0x0801246C,FUN_0801246c,36,0801246c_FUN_0801246c.c,ok
0x08012490,FUN_08012490,14,08012490_FUN_08012490.c,ok
0x0801249E,FUN_0801249e,18,0801249e_FUN_0801249e.c,ok
0x080124B0,FUN_080124b0,38,080124b0_FUN_080124b0.c,ok
0x080124D8,FUN_080124d8,32,080124d8_FUN_080124d8.c,ok
0x08012504,thunk_FUN_080124d8,4,08012504_thunk_FUN_080124d8.c,ok
0x08012508,FUN_08012508,82,08012508_FUN_08012508.c,ok
0x08012574,FUN_08012574,10,08012574_FUN_08012574.c,ok
0x0801257E,FUN_0801257e,14,0801257e_FUN_0801257e.c,ok
0x0801258C,FUN_0801258c,12,0801258c_FUN_0801258c.c,ok
0x08012598,FUN_08012598,26,08012598_FUN_08012598.c,ok
0x080125BC,FUN_080125bc,8,080125bc_FUN_080125bc.c,ok
0x080125CC,FUN_080125cc,14,080125cc_FUN_080125cc.c,ok
0x080125E4,FUN_080125e4,8,080125e4_FUN_080125e4.c,ok
0x080125F0,FUN_080125f0,10,080125f0_FUN_080125f0.c,ok
0x080125FA,FUN_080125fa,6,080125fa_FUN_080125fa.c,ok
0x08012600,FUN_08012600,108,08012600_FUN_08012600.c,ok
0x08012674,FUN_08012674,98,08012674_FUN_08012674.c,ok
0x080126E8,FUN_080126e8,208,080126e8_FUN_080126e8.c,ok
0x080127C4,FUN_080127c4,14,080127c4_FUN_080127c4.c,ok
0x080127D8,FUN_080127d8,26,080127d8_FUN_080127d8.c,ok
0x080127FC,FUN_080127fc,2,080127fc_FUN_080127fc.c,ok
0x08012800,FUN_08012800,256,08012800_FUN_08012800.c,ok
0x08012914,FUN_08012914,64,08012914_FUN_08012914.c,ok
0x08012958,FUN_08012958,42,08012958_FUN_08012958.c,ok
0x0801298C,FUN_0801298c,28,0801298c_FUN_0801298c.c,ok
0x080129B4,FUN_080129b4,160,080129b4_FUN_080129b4.c,ok
0x08012A74,FUN_08012a74,24,08012a74_FUN_08012a74.c,ok
0x08012A98,FUN_08012a98,138,08012a98_FUN_08012a98.c,ok
0x08012B50,FUN_08012b50,90,08012b50_FUN_08012b50.c,ok
0x08012BB8,FUN_08012bb8,6,08012bb8_FUN_08012bb8.c,ok
0x08012BC4,FUN_08012bc4,26,08012bc4_FUN_08012bc4.c,ok
0x08012BE4,FUN_08012be4,10,08012be4_FUN_08012be4.c,ok
0x08012BEE,FUN_08012bee,10,08012bee_FUN_08012bee.c,ok
0x08012BF8,FUN_08012bf8,10,08012bf8_FUN_08012bf8.c,ok
0x08012C02,FUN_08012c02,10,08012c02_FUN_08012c02.c,ok
0x08012C0C,raw_hid_send,16,08012c0c_raw_hid_send.c,ok
0x08012C1C,FUN_08012c1c,34,08012c1c_FUN_08012c1c.c,ok
0x08012C44,thunk_FUN_08012600,4,08012c44_thunk_FUN_08012600.c,ok
0x08012C48,FUN_08012c48,2,08012c48_FUN_08012c48.c,ok
0x08012C4A,FUN_08012c4a,2,08012c4a_FUN_08012c4a.c,ok
0x08012C4C,FUN_08012c4c,16,08012c4c_FUN_08012c4c.c,ok
0x08012C5C,FUN_08012c5c,12,08012c5c_FUN_08012c5c.c,ok
0x08012C68,thunk_FUN_0801243c,4,08012c68_thunk_FUN_0801243c.c,ok
0x08012C6C,FUN_08012c6c,30,08012c6c_FUN_08012c6c.c,ok
0x08012CA4,thunk_FUN_08012a98,4,08012ca4_thunk_FUN_08012a98.c,ok
0x08012CA8,FUN_08012ca8,14,08012ca8_FUN_08012ca8.c,ok
0x08012CB8,FUN_08012cb8,90,08012cb8_FUN_08012cb8.c,ok
0x08012D30,FUN_08012d30,58,08012d30_FUN_08012d30.c,ok
0x08012D6A,FUN_08012d6a,54,08012d6a_FUN_08012d6a.c,ok
0x08012DA0,FUN_08012da0,6,08012da0_FUN_08012da0.c,ok
0x08012DA8,FUN_08012da8,52,08012da8_FUN_08012da8.c,ok
0x08012DE0,FUN_08012de0,36,08012de0_FUN_08012de0.c,ok
0x08012E08,FUN_08012e08,32,08012e08_FUN_08012e08.c,ok
0x08012E28,FUN_08012e28,30,08012e28_FUN_08012e28.c,ok
0x08012E46,FUN_08012e46,40,08012e46_FUN_08012e46.c,ok
0x08012E6E,FUN_08012e6e,26,08012e6e_FUN_08012e6e.c,ok
0x08012E88,FUN_08012e88,6,08012e88_FUN_08012e88.c,ok
0x08012E8E,FUN_08012e8e,6,08012e8e_FUN_08012e8e.c,ok
0x08012E94,FUN_08012e94,32,08012e94_FUN_08012e94.c,ok
0x08012EB4,FUN_08012eb4,22,08012eb4_FUN_08012eb4.c,ok
0x08012ECA,FUN_08012eca,150,08012eca_FUN_08012eca.c,ok
0x08012F60,FUN_08012f60,66,08012f60_FUN_08012f60.c,ok
0x08012FA2,FUN_08012fa2,158,08012fa2_FUN_08012fa2.c,ok
0x08013040,FUN_08013040,56,08013040_FUN_08013040.c,ok
0x08013078,FUN_08013078,76,08013078_FUN_08013078.c,ok
0x080130C4,FUN_080130c4,38,080130c4_FUN_080130c4.c,ok
0x080130EA,FUN_080130ea,22,080130ea_FUN_080130ea.c,ok
0x08013100,FUN_08013100,28,08013100_FUN_08013100.c,ok
0x0801311C,FUN_0801311c,60,0801311c_FUN_0801311c.c,ok
0x08013158,FUN_08013158,28,08013158_FUN_08013158.c,ok
0x08013174,FUN_08013174,38,08013174_FUN_08013174.c,ok
0x0801319C,FUN_0801319c,74,0801319c_FUN_0801319c.c,ok
0x080131F4,FUN_080131f4,24,080131f4_FUN_080131f4.c,ok
0x08013210,FUN_08013210,12,08013210_FUN_08013210.c,ok
0x0801321C,FUN_0801321c,72,0801321c_FUN_0801321c.c,ok
0x0801326C,FUN_0801326c,32,0801326c_FUN_0801326c.c,ok
0x08013290,FUN_08013290,22,08013290_FUN_08013290.c,ok
0x080132A8,FUN_080132a8,84,080132a8_FUN_080132a8.c,ok
0x08013304,FUN_08013304,232,08013304_FUN_08013304.c,ok
0x080133F8,FUN_080133f8,68,080133f8_FUN_080133f8.c,ok
0x08013448,FUN_08013448,68,08013448_FUN_08013448.c,ok
0x08013494,FUN_08013494,12,08013494_FUN_08013494.c,ok
0x080134AC,FUN_080134ac,38,080134ac_FUN_080134ac.c,ok
0x080134D8,FUN_080134d8,20,080134d8_FUN_080134d8.c,ok
0x080134EC,FUN_080134ec,2,080134ec_FUN_080134ec.c,ok
0x080134EE,FUN_080134ee,2,080134ee_FUN_080134ee.c,ok
0x080134F4,FUN_080134f4,82,080134f4_FUN_080134f4.c,ok
0x0801354C,FUN_0801354c,34,0801354c_FUN_0801354c.c,ok
0x0801357C,FUN_0801357c,14,0801357c_FUN_0801357c.c,ok
0x08013594,thunk_FUN_08013774,4,08013594_thunk_FUN_08013774.c,ok
0x08013598,FUN_08013598,18,08013598_FUN_08013598.c,ok
0x080135AA,FUN_080135aa,30,080135aa_FUN_080135aa.c,ok
0x080135C8,FUN_080135c8,14,080135c8_FUN_080135c8.c,ok
0x080135DC,FUN_080135dc,10,080135dc_FUN_080135dc.c,ok
0x080135EC,FUN_080135ec,42,080135ec_FUN_080135ec.c,ok
0x08013616,FUN_08013616,54,08013616_FUN_08013616.c,ok
